ip_id,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR
607,42,11.0,21.0,23.0,21.0,7.0,14.0,52.0,47.0
6070,37,10.0,29.0,16.0,18.0,5.0,18.0,43.0,56.0
6071,41,17.0,9.0,29.0,19.0,17.0,7.0,51.0,48.0
6072,53,7.0,18.0,13.0,18.0,13.0,28.0,64.0,35.0
6073,42,7.0,16.0,26.0,19.0,9.0,21.0,45.0,54.0
6074,31,12.0,12.0,12.0,19.0,22.0,19.0,58.0,41.0
6075,33,12.0,24.0,21.0,12.0,0.0,30.0,39.0,60.0
6076,46,8.0,13.0,13.0,34.0,8.0,21.0,41.0,58.0
6077,40,5.0,20.0,10.0,27.0,7.0,30.0,55.0,45.0
6078,38,10.0,13.0,23.0,21.0,7.0,23.0,50.0,50.0
6079,37,8.0,29.0,13.0,16.0,10.0,21.0,62.0,37.0
608,45,8.0,20.0,24.0,20.0,11.0,15.0,57.0,42.0
6080,30,13.0,16.0,26.0,6.0,16.0,20.0,63.0,36.0
6081,39,20.0,25.0,12.0,20.0,2.0,17.0,35.0,64.0
6082,33,21.0,21.0,21.0,9.0,12.0,15.0,45.0,54.0
6083,34,11.0,11.0,20.0,14.0,14.0,26.0,52.0,47.0
6084,26,15.0,19.0,19.0,7.0,15.0,23.0,53.0,46.0
6085,37,10.0,18.0,5.0,27.0,10.0,27.0,67.0,32.0
6086,50,10.0,8.0,22.0,20.0,8.0,32.0,52.0,48.0
6087,29,6.0,20.0,27.0,13.0,10.0,20.0,51.0,48.0
6088,37,13.0,18.0,13.0,29.0,18.0,5.0,59.0,40.0
6089,38,5.0,21.0,18.0,23.0,13.0,18.0,36.0,63.0
609,47,12.0,17.0,21.0,21.0,4.0,23.0,44.0,55.0
6090,43,11.0,30.0,13.0,9.0,11.0,23.0,48.0,51.0
6091,33,9.0,15.0,15.0,18.0,15.0,27.0,48.0,51.0
6092,26,11.0,23.0,15.0,19.0,11.0,19.0,42.0,57.0
6093,36,16.0,27.0,13.0,13.0,19.0,8.0,33.0,66.0
6094,42,2.0,26.0,16.0,21.0,14.0,19.0,57.0,42.0
6095,42,16.0,16.0,11.0,19.0,14.0,21.0,52.0,47.0
6096,32,21.0,18.0,18.0,18.0,3.0,18.0,37.0,62.0
6097,33,18.0,15.0,12.0,24.0,12.0,18.0,54.0,45.0
6098,45,8.0,15.0,24.0,33.0,4.0,13.0,53.0,46.0
6099,39,12.0,17.0,10.0,17.0,17.0,23.0,51.0,48.0
61,38,7.0,26.0,5.0,26.0,7.0,26.0,65.0,34.0
610,50,6.0,28.0,22.0,18.0,8.0,18.0,50.0,50.0
6100,26,11.0,19.0,26.0,15.0,11.0,15.0,53.0,46.0
6101,32,3.0,31.0,9.0,34.0,6.0,15.0,46.0,53.0
6102,35,8.0,14.0,17.0,28.0,14.0,17.0,54.0,45.0
6103,32,9.0,15.0,15.0,31.0,6.0,21.0,65.0,34.0
6104,37,5.0,29.0,18.0,10.0,10.0,24.0,48.0,51.0
6105,47,10.0,19.0,19.0,10.0,19.0,21.0,48.0,51.0
6106,42,7.0,19.0,14.0,26.0,14.0,19.0,50.0,50.0
6107,29,10.0,10.0,20.0,24.0,10.0,24.0,44.0,55.0
6108,37,10.0,16.0,21.0,16.0,8.0,27.0,56.0,43.0
6109,20,5.0,15.0,5.0,30.0,20.0,25.0,65.0,35.0
611,38,10.0,28.0,7.0,21.0,18.0,13.0,50.0,50.0
6110,27,3.0,18.0,25.0,14.0,11.0,25.0,62.0,37.0
6111,43,13.0,9.0,13.0,27.0,13.0,20.0,55.0,44.0
6112,45,6.0,13.0,33.0,20.0,6.0,20.0,48.0,51.0
6113,40,17.0,15.0,12.0,20.0,7.0,27.0,50.0,50.0
6114,37,5.0,27.0,18.0,16.0,16.0,16.0,59.0,40.0
6115,37,10.0,18.0,18.0,13.0,8.0,29.0,43.0,56.0
6116,48,10.0,12.0,22.0,22.0,12.0,18.0,50.0,50.0
6117,46,15.0,15.0,28.0,19.0,6.0,15.0,43.0,56.0
6118,32,9.0,21.0,21.0,21.0,3.0,21.0,62.0,37.0
6119,35,14.0,20.0,20.0,20.0,14.0,11.0,48.0,51.0
612,44,6.0,20.0,20.0,18.0,9.0,25.0,54.0,45.0
6120,41,12.0,21.0,12.0,24.0,7.0,21.0,39.0,60.0
6121,39,10.0,20.0,23.0,17.0,5.0,23.0,53.0,46.0
6122,36,5.0,25.0,11.0,22.0,22.0,13.0,63.0,36.0
6123,37,8.0,24.0,13.0,8.0,18.0,27.0,48.0,51.0
6124,49,8.0,12.0,24.0,20.0,16.0,18.0,67.0,32.0
6125,35,14.0,28.0,22.0,22.0,2.0,8.0,51.0,48.0
6126,39,12.0,17.0,5.0,41.0,5.0,17.0,51.0,48.0
6127,26,3.0,26.0,15.0,15.0,3.0,34.0,50.0,50.0
6128,27,3.0,18.0,11.0,25.0,7.0,33.0,48.0,51.0
6129,30,13.0,13.0,10.0,26.0,6.0,30.0,46.0,53.0
613,35,17.0,20.0,14.0,14.0,20.0,14.0,37.0,62.0
6130,41,9.0,9.0,26.0,21.0,9.0,21.0,63.0,36.0
6131,26,11.0,15.0,11.0,23.0,23.0,15.0,50.0,50.0
6132,39,12.0,25.0,10.0,23.0,7.0,20.0,48.0,51.0
6133,51,7.0,17.0,23.0,17.0,7.0,25.0,56.0,43.0
6134,22,9.0,27.0,27.0,18.0,4.0,13.0,36.0,63.0
6135,36,8.0,27.0,25.0,16.0,8.0,13.0,47.0,52.0
6136,28,17.0,17.0,25.0,21.0,14.0,3.0,50.0,50.0
6137,41,12.0,26.0,19.0,12.0,4.0,24.0,48.0,51.0
6138,33,12.0,21.0,9.0,21.0,18.0,18.0,54.0,45.0
6139,46,6.0,15.0,21.0,23.0,15.0,17.0,60.0,39.0
614,49,2.0,22.0,30.0,20.0,4.0,20.0,59.0,40.0
6140,33,12.0,21.0,15.0,21.0,12.0,18.0,51.0,48.0
6141,38,2.0,28.0,15.0,23.0,10.0,18.0,60.0,39.0
6142,38,13.0,23.0,7.0,23.0,7.0,23.0,50.0,50.0
6143,29,13.0,17.0,17.0,10.0,10.0,31.0,41.0,58.0
6144,40,15.0,22.0,17.0,17.0,15.0,12.0,47.0,52.0
6145,41,4.0,24.0,14.0,29.0,14.0,12.0,56.0,43.0
6146,27,22.0,3.0,33.0,18.0,7.0,14.0,40.0,59.0
6147,34,8.0,26.0,29.0,14.0,8.0,11.0,47.0,52.0
6148,36,19.0,19.0,22.0,8.0,13.0,16.0,36.0,63.0
6149,36,5.0,22.0,19.0,19.0,11.0,22.0,52.0,47.0
615,29,20.0,13.0,13.0,20.0,13.0,17.0,51.0,48.0
6150,35,8.0,11.0,22.0,34.0,11.0,11.0,51.0,48.0
6151,41,21.0,21.0,12.0,9.0,7.0,26.0,43.0,56.0
6152,37,8.0,18.0,27.0,16.0,5.0,24.0,51.0,48.0
6153,46,8.0,21.0,13.0,26.0,2.0,28.0,47.0,52.0
6154,38,18.0,15.0,7.0,21.0,13.0,23.0,39.0,60.0
6155,40,10.0,17.0,17.0,22.0,5.0,27.0,50.0,50.0
6156,36,16.0,19.0,16.0,13.0,8.0,25.0,27.0,72.0
6157,33,9.0,9.0,30.0,21.0,6.0,24.0,48.0,51.0
6158,33,6.0,15.0,15.0,21.0,9.0,33.0,45.0,54.0
6159,51,17.0,19.0,19.0,23.0,9.0,9.0,43.0,56.0
616,61,6.0,31.0,22.0,18.0,9.0,11.0,44.0,55.0
6160,26,11.0,23.0,30.0,23.0,0.0,11.0,38.0,61.0
6161,46,6.0,36.0,13.0,21.0,6.0,15.0,50.0,50.0
6162,31,3.0,19.0,12.0,38.0,16.0,9.0,48.0,51.0
6163,32,9.0,18.0,6.0,21.0,15.0,28.0,68.0,31.0
6164,33,15.0,24.0,15.0,30.0,3.0,12.0,51.0,48.0
6165,35,8.0,8.0,31.0,17.0,14.0,20.0,65.0,34.0
6166,39,17.0,20.0,12.0,10.0,7.0,30.0,46.0,53.0
6167,43,11.0,25.0,13.0,16.0,11.0,20.0,48.0,51.0
6168,34,8.0,17.0,8.0,29.0,11.0,23.0,38.0,61.0
6169,32,3.0,21.0,21.0,18.0,9.0,25.0,56.0,43.0
617,39,15.0,15.0,20.0,25.0,7.0,15.0,51.0,48.0
6170,45,17.0,28.0,17.0,8.0,6.0,20.0,51.0,48.0
6171,40,7.0,20.0,22.0,22.0,5.0,22.0,52.0,47.0
6172,32,9.0,21.0,21.0,18.0,9.0,18.0,50.0,50.0
6173,28,3.0,21.0,35.0,21.0,0.0,17.0,64.0,35.0
6174,35,5.0,11.0,31.0,31.0,8.0,11.0,48.0,51.0
6175,38,10.0,23.0,18.0,26.0,10.0,10.0,57.0,42.0
6176,27,7.0,25.0,22.0,11.0,3.0,29.0,40.0,59.0
6177,40,7.0,25.0,15.0,27.0,2.0,22.0,57.0,42.0
6178,28,3.0,21.0,14.0,7.0,14.0,39.0,42.0,57.0
6179,39,15.0,20.0,17.0,15.0,12.0,17.0,51.0,48.0
618,39,12.0,15.0,5.0,33.0,10.0,23.0,43.0,56.0
6180,31,6.0,9.0,19.0,22.0,16.0,25.0,67.0,32.0
6181,36,11.0,8.0,33.0,19.0,5.0,22.0,55.0,44.0
6182,38,10.0,15.0,23.0,21.0,5.0,23.0,52.0,47.0
6183,44,11.0,22.0,13.0,18.0,18.0,15.0,56.0,43.0
6184,44,6.0,18.0,25.0,20.0,9.0,20.0,52.0,47.0
6185,42,14.0,21.0,19.0,11.0,14.0,19.0,50.0,50.0
6186,28,7.0,10.0,17.0,32.0,7.0,25.0,46.0,53.0
6187,37,2.0,16.0,32.0,10.0,16.0,21.0,54.0,45.0
6188,39,5.0,17.0,20.0,20.0,12.0,23.0,53.0,46.0
6189,43,11.0,11.0,25.0,34.0,6.0,9.0,46.0,53.0
619,39,10.0,15.0,7.0,30.0,10.0,25.0,46.0,53.0
6190,31,6.0,19.0,16.0,32.0,3.0,22.0,51.0,48.0
6191,41,9.0,21.0,12.0,31.0,7.0,17.0,65.0,34.0
6192,36,2.0,16.0,27.0,22.0,11.0,19.0,50.0,50.0
6193,27,7.0,29.0,11.0,22.0,0.0,29.0,44.0,55.0
6194,28,7.0,25.0,25.0,28.0,3.0,10.0,57.0,42.0
6195,51,11.0,21.0,9.0,19.0,13.0,23.0,47.0,52.0
6196,30,10.0,26.0,13.0,26.0,13.0,10.0,53.0,46.0
6197,41,4.0,14.0,21.0,21.0,12.0,24.0,58.0,41.0
6198,43,4.0,20.0,16.0,16.0,11.0,30.0,55.0,44.0
6199,34,5.0,26.0,32.0,5.0,5.0,23.0,64.0,35.0
62,41,9.0,14.0,24.0,21.0,4.0,24.0,53.0,46.0
620,45,4.0,22.0,26.0,24.0,8.0,13.0,64.0,35.0
6200,45,4.0,22.0,15.0,26.0,8.0,22.0,55.0,44.0
6201,24,16.0,25.0,25.0,20.0,4.0,8.0,37.0,62.0
6202,46,8.0,23.0,28.0,10.0,10.0,17.0,39.0,60.0
6203,37,5.0,24.0,13.0,21.0,8.0,27.0,59.0,40.0
6204,35,5.0,17.0,34.0,20.0,8.0,14.0,57.0,42.0
6205,40,20.0,7.0,7.0,22.0,15.0,27.0,47.0,52.0
6206,45,8.0,15.0,6.0,26.0,15.0,26.0,53.0,46.0
6207,47,6.0,14.0,17.0,14.0,17.0,29.0,55.0,44.0
6208,45,15.0,15.0,22.0,20.0,11.0,15.0,42.0,57.0
6209,34,11.0,32.0,8.0,11.0,17.0,17.0,50.0,50.0
621,40,5.0,17.0,27.0,20.0,5.0,25.0,40.0,60.0
6210,35,14.0,11.0,31.0,14.0,14.0,14.0,54.0,45.0
6211,37,18.0,18.0,16.0,24.0,5.0,16.0,45.0,54.0
6212,42,11.0,14.0,30.0,23.0,4.0,14.0,50.0,50.0
6213,41,4.0,24.0,14.0,24.0,19.0,12.0,68.0,31.0
6214,23,4.0,13.0,8.0,34.0,13.0,26.0,52.0,47.0
6215,43,11.0,11.0,34.0,23.0,2.0,16.0,48.0,51.0
6216,37,10.0,8.0,24.0,24.0,18.0,13.0,64.0,35.0
6217,45,8.0,20.0,13.0,22.0,11.0,24.0,55.0,44.0
6218,35,8.0,25.0,17.0,22.0,5.0,20.0,42.0,57.0
6219,35,17.0,14.0,22.0,25.0,5.0,14.0,31.0,68.0
622,36,8.0,11.0,22.0,25.0,13.0,19.0,33.0,66.0
6220,37,5.0,13.0,21.0,18.0,18.0,21.0,64.0,35.0
6221,37,8.0,21.0,10.0,21.0,5.0,32.0,45.0,54.0
6222,39,23.0,17.0,30.0,5.0,10.0,12.0,48.0,51.0
6223,41,12.0,12.0,31.0,17.0,9.0,17.0,63.0,36.0
6224,27,3.0,18.0,14.0,29.0,18.0,14.0,70.0,29.0
6225,42,14.0,26.0,21.0,21.0,2.0,14.0,47.0,52.0
6226,32,12.0,31.0,9.0,25.0,15.0,6.0,46.0,53.0
6227,39,10.0,15.0,10.0,25.0,12.0,25.0,53.0,46.0
6228,40,10.0,20.0,22.0,22.0,5.0,20.0,45.0,55.0
6229,37,8.0,13.0,21.0,27.0,10.0,18.0,37.0,62.0
623,44,6.0,20.0,25.0,25.0,6.0,15.0,47.0,52.0
6230,32,9.0,25.0,15.0,21.0,6.0,21.0,43.0,56.0
6231,42,4.0,23.0,28.0,19.0,4.0,19.0,57.0,42.0
6232,32,9.0,12.0,18.0,28.0,3.0,28.0,34.0,65.0
6233,35,14.0,25.0,25.0,11.0,14.0,8.0,51.0,48.0
6234,35,14.0,17.0,11.0,20.0,14.0,22.0,54.0,45.0
6235,43,6.0,18.0,13.0,30.0,9.0,20.0,60.0,39.0
6236,38,15.0,7.0,21.0,10.0,21.0,23.0,47.0,52.0
6237,38,7.0,23.0,21.0,23.0,5.0,18.0,57.0,42.0
6238,51,13.0,21.0,23.0,13.0,13.0,13.0,49.0,50.0
6239,55,7.0,18.0,27.0,18.0,3.0,25.0,38.0,61.0
624,30,6.0,30.0,23.0,20.0,6.0,13.0,46.0,53.0
6240,37,0.0,21.0,27.0,27.0,2.0,21.0,56.0,43.0
6241,42,9.0,33.0,14.0,19.0,11.0,11.0,45.0,54.0
6242,26,19.0,7.0,19.0,15.0,11.0,26.0,61.0,38.0
6243,40,5.0,20.0,35.0,17.0,10.0,12.0,52.0,47.0
6244,37,13.0,21.0,13.0,5.0,18.0,27.0,56.0,43.0
6245,26,3.0,23.0,15.0,26.0,3.0,26.0,61.0,38.0
6246,42,14.0,14.0,11.0,19.0,14.0,26.0,52.0,47.0
6247,33,12.0,21.0,15.0,21.0,6.0,24.0,57.0,42.0
6248,38,7.0,10.0,18.0,23.0,18.0,21.0,68.0,31.0
6249,33,0.0,27.0,21.0,15.0,12.0,24.0,63.0,36.0
625,36,19.0,16.0,30.0,16.0,8.0,8.0,36.0,63.0
6250,29,20.0,20.0,20.0,13.0,10.0,13.0,37.0,62.0
6251,39,15.0,28.0,15.0,12.0,7.0,20.0,41.0,58.0
6252,42,7.0,19.0,7.0,26.0,16.0,23.0,59.0,40.0
6253,38,5.0,18.0,23.0,18.0,5.0,28.0,42.0,57.0
6254,30,0.0,30.0,20.0,16.0,6.0,26.0,46.0,53.0
6255,38,10.0,10.0,21.0,18.0,13.0,26.0,47.0,52.0
6256,44,13.0,13.0,11.0,31.0,11.0,18.0,56.0,43.0
6257,50,8.0,24.0,20.0,16.0,10.0,22.0,54.0,46.0
6258,35,8.0,20.0,25.0,20.0,2.0,22.0,40.0,60.0
6259,33,3.0,12.0,24.0,30.0,6.0,24.0,45.0,54.0
626,29,20.0,10.0,13.0,31.0,10.0,13.0,41.0,58.0
6260,38,10.0,10.0,26.0,21.0,10.0,21.0,47.0,52.0
6261,31,16.0,19.0,19.0,19.0,9.0,16.0,51.0,48.0
6262,39,10.0,10.0,15.0,20.0,17.0,25.0,64.0,35.0
6263,36,11.0,8.0,19.0,27.0,16.0,16.0,55.0,44.0
6264,31,29.0,16.0,6.0,19.0,9.0,19.0,51.0,48.0
6265,40,2.0,30.0,15.0,20.0,7.0,25.0,47.0,52.0
6266,40,20.0,15.0,20.0,15.0,5.0,25.0,32.0,67.0
6267,39,17.0,20.0,17.0,15.0,10.0,17.0,46.0,53.0
6268,45,8.0,20.0,17.0,26.0,13.0,13.0,53.0,46.0
6269,37,5.0,13.0,32.0,13.0,13.0,21.0,59.0,40.0
627,46,2.0,15.0,23.0,17.0,8.0,32.0,60.0,39.0
6270,46,8.0,21.0,17.0,17.0,17.0,17.0,65.0,34.0
6271,35,8.0,20.0,40.0,8.0,2.0,20.0,54.0,45.0
6272,28,10.0,32.0,10.0,28.0,7.0,10.0,60.0,39.0
6273,47,12.0,25.0,12.0,27.0,2.0,19.0,42.0,57.0
6274,38,7.0,23.0,23.0,26.0,7.0,10.0,52.0,47.0
6275,39,12.0,25.0,12.0,15.0,5.0,28.0,53.0,46.0
6276,39,15.0,20.0,12.0,15.0,12.0,23.0,51.0,48.0
6277,37,8.0,10.0,27.0,13.0,10.0,29.0,56.0,43.0
6278,29,17.0,27.0,17.0,17.0,6.0,13.0,48.0,51.0
6279,49,16.0,22.0,14.0,16.0,14.0,16.0,44.0,55.0
628,40,10.0,20.0,15.0,25.0,10.0,20.0,37.0,62.0
6280,36,16.0,13.0,22.0,16.0,8.0,22.0,44.0,55.0
6281,27,18.0,29.0,18.0,22.0,3.0,7.0,66.0,33.0
6282,35,11.0,25.0,14.0,20.0,8.0,20.0,68.0,31.0
6283,31,22.0,19.0,12.0,22.0,6.0,16.0,45.0,54.0
6284,37,8.0,10.0,21.0,27.0,13.0,18.0,64.0,35.0
6285,35,5.0,22.0,20.0,17.0,17.0,17.0,54.0,45.0
6286,41,7.0,24.0,21.0,21.0,9.0,14.0,53.0,46.0
6287,30,10.0,16.0,30.0,10.0,13.0,20.0,60.0,40.0
6288,46,17.0,13.0,15.0,15.0,10.0,28.0,43.0,56.0
6289,40,7.0,32.0,27.0,10.0,7.0,15.0,47.0,52.0
629,31,3.0,6.0,12.0,38.0,16.0,22.0,48.0,51.0
6290,31,12.0,19.0,25.0,25.0,3.0,12.0,54.0,45.0
6291,41,2.0,17.0,17.0,29.0,12.0,21.0,41.0,58.0
6292,51,7.0,33.0,17.0,9.0,11.0,19.0,52.0,47.0
6293,34,0.0,14.0,23.0,26.0,8.0,26.0,61.0,38.0
6294,34,8.0,11.0,17.0,23.0,23.0,14.0,61.0,38.0
6295,51,13.0,15.0,21.0,19.0,7.0,21.0,47.0,52.0
6296,27,14.0,25.0,7.0,11.0,18.0,22.0,40.0,59.0
6297,48,16.0,22.0,14.0,18.0,10.0,16.0,58.0,41.0
6298,33,6.0,24.0,12.0,24.0,15.0,18.0,60.0,39.0
6299,33,18.0,12.0,24.0,21.0,6.0,18.0,45.0,54.0
63,44,9.0,15.0,18.0,20.0,11.0,25.0,50.0,50.0
630,32,15.0,31.0,25.0,15.0,12.0,0.0,53.0,46.0
6300,34,17.0,8.0,38.0,8.0,17.0,8.0,50.0,50.0
6301,41,12.0,17.0,17.0,26.0,4.0,21.0,39.0,60.0
6302,29,10.0,10.0,31.0,20.0,6.0,20.0,58.0,41.0
6303,36,5.0,27.0,22.0,22.0,2.0,19.0,41.0,58.0
6304,45,6.0,20.0,13.0,22.0,11.0,26.0,51.0,48.0
6305,29,10.0,27.0,27.0,10.0,0.0,24.0,31.0,68.0
6306,26,15.0,34.0,23.0,7.0,7.0,11.0,69.0,30.0
6307,23,21.0,17.0,21.0,21.0,13.0,4.0,52.0,47.0
6308,29,17.0,10.0,24.0,24.0,6.0,17.0,55.0,44.0
6309,30,16.0,16.0,20.0,20.0,6.0,20.0,53.0,46.0
631,31,9.0,16.0,25.0,25.0,6.0,16.0,51.0,48.0
6310,39,15.0,20.0,25.0,20.0,10.0,7.0,38.0,61.0
6311,38,2.0,21.0,23.0,18.0,7.0,26.0,47.0,52.0
6312,33,6.0,24.0,18.0,21.0,9.0,21.0,57.0,42.0
6313,36,13.0,27.0,22.0,16.0,5.0,13.0,36.0,63.0
6314,43,6.0,16.0,32.0,16.0,6.0,20.0,55.0,44.0
6315,36,8.0,30.0,19.0,19.0,2.0,19.0,41.0,58.0
6316,42,9.0,21.0,14.0,21.0,11.0,21.0,52.0,47.0
6317,36,8.0,19.0,16.0,27.0,11.0,16.0,50.0,50.0
6318,33,3.0,18.0,27.0,24.0,9.0,18.0,51.0,48.0
6319,42,19.0,19.0,11.0,19.0,9.0,21.0,47.0,52.0
632,35,17.0,25.0,11.0,25.0,8.0,11.0,34.0,65.0
6320,38,10.0,18.0,36.0,13.0,7.0,13.0,57.0,42.0
6321,41,4.0,21.0,19.0,19.0,14.0,19.0,53.0,46.0
6322,32,6.0,25.0,18.0,21.0,3.0,25.0,53.0,46.0
6323,38,10.0,26.0,13.0,21.0,13.0,15.0,55.0,44.0
6324,28,0.0,25.0,32.0,21.0,14.0,7.0,57.0,42.0
6325,36,8.0,22.0,27.0,11.0,5.0,25.0,52.0,47.0
6326,46,8.0,30.0,21.0,10.0,8.0,19.0,67.0,32.0
6327,33,6.0,33.0,18.0,15.0,6.0,21.0,45.0,54.0
6328,34,8.0,23.0,14.0,23.0,11.0,17.0,55.0,44.0
6329,42,11.0,26.0,19.0,23.0,11.0,7.0,42.0,57.0
633,34,2.0,23.0,26.0,14.0,8.0,23.0,64.0,35.0
6330,35,11.0,14.0,25.0,17.0,11.0,20.0,40.0,60.0
6331,43,9.0,18.0,13.0,18.0,6.0,32.0,44.0,55.0
6332,32,3.0,15.0,28.0,18.0,6.0,28.0,56.0,43.0
6333,36,5.0,11.0,19.0,38.0,5.0,19.0,52.0,47.0
6334,34,11.0,14.0,17.0,17.0,14.0,23.0,35.0,64.0
6335,36,13.0,11.0,22.0,22.0,5.0,25.0,44.0,55.0
6336,33,12.0,24.0,15.0,12.0,15.0,21.0,57.0,42.0
6337,38,7.0,28.0,18.0,21.0,10.0,13.0,60.0,39.0
6338,31,9.0,29.0,3.0,12.0,19.0,25.0,58.0,41.0
6339,36,11.0,8.0,30.0,16.0,19.0,13.0,55.0,44.0
634,40,10.0,22.0,15.0,20.0,15.0,17.0,42.0,57.0
6340,42,9.0,14.0,16.0,35.0,7.0,16.0,54.0,45.0
6341,36,11.0,16.0,13.0,30.0,11.0,16.0,52.0,47.0
6342,32,9.0,15.0,37.0,9.0,6.0,21.0,37.0,62.0
6343,35,5.0,22.0,14.0,28.0,5.0,22.0,42.0,57.0
6344,40,12.0,27.0,22.0,15.0,7.0,15.0,47.0,52.0
6345,45,8.0,17.0,17.0,24.0,4.0,26.0,62.0,37.0
6346,44,11.0,20.0,20.0,22.0,6.0,18.0,47.0,52.0
6347,35,2.0,31.0,14.0,22.0,2.0,25.0,40.0,60.0
6348,35,14.0,14.0,11.0,22.0,17.0,20.0,42.0,57.0
6349,33,6.0,21.0,24.0,18.0,15.0,15.0,57.0,42.0
635,34,5.0,23.0,11.0,17.0,14.0,26.0,58.0,41.0
6350,45,6.0,17.0,13.0,28.0,4.0,28.0,53.0,46.0
6351,41,12.0,14.0,14.0,34.0,7.0,17.0,46.0,53.0
6352,46,6.0,21.0,17.0,15.0,8.0,30.0,54.0,45.0
6353,36,8.0,25.0,16.0,16.0,16.0,16.0,50.0,50.0
6354,32,3.0,21.0,18.0,9.0,12.0,34.0,50.0,50.0
6355,41,9.0,39.0,17.0,14.0,7.0,12.0,56.0,43.0
6356,39,12.0,17.0,5.0,33.0,17.0,12.0,61.0,38.0
6357,38,7.0,10.0,34.0,21.0,2.0,23.0,65.0,34.0
6358,43,11.0,18.0,18.0,16.0,13.0,20.0,55.0,44.0
6359,39,7.0,30.0,15.0,20.0,10.0,15.0,58.0,41.0
636,31,12.0,29.0,16.0,22.0,0.0,19.0,48.0,51.0
6360,31,19.0,22.0,19.0,19.0,3.0,16.0,45.0,54.0
6361,37,10.0,24.0,16.0,0.0,21.0,27.0,59.0,40.0
6362,150,0.0,2.0,35.0,45.0,9.0,8.0,48.0,51.0
6363,76,1.0,2.0,50.0,22.0,23.0,0.0,40.0,59.0
6364,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
6365,69,1.0,2.0,62.0,21.0,1.0,10.0,36.0,63.0
6366,47,2.0,4.0,34.0,46.0,12.0,0.0,48.0,51.0
6367,18,0.0,33.0,16.0,50.0,0.0,0.0,50.0,50.0
6368,45,0.0,0.0,15.0,84.0,0.0,0.0,35.0,64.0
6369,61,0.0,4.0,31.0,57.0,6.0,0.0,45.0,54.0
637,38,10.0,18.0,15.0,26.0,10.0,18.0,50.0,50.0
6370,79,0.0,13.0,44.0,34.0,2.0,5.0,34.0,65.0
6371,50,0.0,14.0,26.0,54.0,6.0,0.0,28.0,72.0
6372,35,2.0,17.0,0.0,54.0,8.0,17.0,31.0,68.0
6373,91,0.0,1.0,62.0,24.0,3.0,8.0,41.0,58.0
6374,34,2.0,17.0,44.0,35.0,0.0,0.0,52.0,47.0
6375,204,6.0,8.0,49.0,30.0,0.0,3.0,37.0,62.0
6376,72,4.0,1.0,54.0,34.0,5.0,0.0,22.0,77.0
6377,45,0.0,0.0,33.0,48.0,0.0,17.0,28.0,71.0
6378,67,8.0,4.0,53.0,23.0,1.0,7.0,40.0,59.0
6379,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
638,41,7.0,21.0,29.0,26.0,4.0,9.0,48.0,51.0
6380,47,0.0,8.0,36.0,36.0,4.0,14.0,23.0,76.0
6381,26,0.0,0.0,3.0,69.0,3.0,23.0,30.0,69.0
6382,20,0.0,30.0,25.0,45.0,0.0,0.0,35.0,65.0
6383,10,0.0,10.0,0.0,80.0,10.0,0.0,40.0,60.0
6384,104,0.0,2.0,50.0,33.0,12.0,0.0,44.0,55.0
6385,55,0.0,0.0,78.0,20.0,0.0,1.0,41.0,58.0
6386,15,0.0,26.0,20.0,53.0,0.0,0.0,46.0,53.0
6387,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
6388,238,3.0,15.0,52.0,22.0,6.0,0.0,38.0,61.0
6389,116,0.0,13.0,62.0,20.0,3.0,0.0,37.0,62.0
639,34,5.0,14.0,20.0,17.0,20.0,20.0,52.0,47.0
6390,35,0.0,5.0,14.0,57.0,0.0,22.0,34.0,65.0
6392,323,0.0,4.0,65.0,19.0,9.0,0.0,55.0,44.0
6393,123,0.0,17.0,47.0,34.0,0.0,0.0,41.0,58.0
6394,12,0.0,0.0,8.0,58.0,0.0,33.0,33.0,66.0
6395,8,0.0,87.0,12.0,0.0,0.0,0.0,25.0,75.0
6396,27,0.0,22.0,0.0,74.0,3.0,0.0,25.0,74.0
6397,83,3.0,6.0,42.0,39.0,1.0,7.0,32.0,67.0
6398,19,0.0,26.0,0.0,73.0,0.0,0.0,26.0,73.0
64,39,10.0,15.0,28.0,15.0,7.0,23.0,53.0,46.0
640,35,2.0,28.0,14.0,14.0,20.0,20.0,42.0,57.0
6400,26,0.0,7.0,26.0,57.0,7.0,0.0,38.0,61.0
6401,21,4.0,9.0,9.0,66.0,9.0,0.0,28.0,71.0
6402,118,1.0,12.0,40.0,30.0,14.0,0.0,44.0,55.0
6403,96,0.0,10.0,59.0,8.0,21.0,0.0,44.0,55.0
6404,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
6405,450,1.0,4.0,47.0,33.0,13.0,0.0,51.0,48.0
6407,37,0.0,21.0,18.0,24.0,16.0,18.0,43.0,56.0
6408,25,0.0,0.0,16.0,40.0,44.0,0.0,52.0,48.0
6409,36,0.0,5.0,55.0,36.0,2.0,0.0,27.0,72.0
641,33,15.0,21.0,21.0,12.0,12.0,18.0,57.0,42.0
6410,185,0.0,4.0,54.0,10.0,29.0,0.0,50.0,49.0
6411,88,0.0,5.0,38.0,52.0,1.0,2.0,37.0,62.0
