ip_id,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR
5802,3.0,5320.41388888889,36,5.0,8.0,22.0,30.0,13.0,19.0,52.0,47.0
5803,2.90909090909091,5153.41471861472,32,12.0,12.0,18.0,12.0,21.0,21.0,62.0,37.0
5804,3.5,5818.90666666667,35,20.0,22.0,8.0,20.0,14.0,14.0,45.0,54.0
5805,2.83333333333333,4004.11111111111,34,14.0,17.0,8.0,17.0,8.0,32.0,55.0,44.0
5806,3.90909090909091,5170.01233766234,43,9.0,25.0,18.0,16.0,6.0,23.0,51.0,48.0
5807,3.0,4571.1,30,10.0,20.0,10.0,26.0,3.0,30.0,63.0,36.0
5808,2.66666666666667,4475.71527777778,32,15.0,18.0,18.0,28.0,6.0,12.0,34.0,65.0
5809,3.81818181818182,5057.38311688312,42,16.0,14.0,28.0,11.0,4.0,23.0,45.0,54.0
581,4.09090909090909,5527.18051948052,45,8.0,13.0,13.0,17.0,20.0,26.0,53.0,46.0
5810,3.2,4423.88047619048,32,21.0,6.0,21.0,25.0,12.0,12.0,53.0,46.0
5811,3.18181818181818,4788.66060606061,35,17.0,11.0,11.0,14.0,22.0,22.0,48.0,51.0
5812,4.0,5914.09,40,5.0,25.0,20.0,15.0,7.0,27.0,45.0,55.0
5813,2.75,3902.04305555556,33,15.0,30.0,12.0,9.0,6.0,27.0,63.0,36.0
5814,3.6,3944.44333333333,36,5.0,27.0,13.0,16.0,11.0,25.0,50.0,50.0
5815,3.18181818181818,5250.96060606061,35,20.0,14.0,8.0,25.0,5.0,25.0,48.0,51.0
5816,3.54545454545455,5000.00151515151,39,10.0,20.0,15.0,25.0,10.0,17.0,56.0,43.0
5817,3.09090909090909,4014.82575757576,34,17.0,8.0,23.0,26.0,11.0,11.0,38.0,61.0
5818,2.54545454545455,5716.94848484849,28,3.0,21.0,32.0,25.0,0.0,17.0,64.0,35.0
5819,2.41666666666667,6592.70833333333,29,6.0,27.0,20.0,20.0,6.0,17.0,51.0,48.0
582,3.7,4380.09166666667,37,8.0,18.0,24.0,24.0,5.0,18.0,54.0,45.0
5820,2.54545454545455,4552.00909090909,28,3.0,14.0,21.0,25.0,17.0,17.0,60.0,39.0
5821,2.91666666666667,5547.26388888889,35,8.0,25.0,22.0,14.0,11.0,17.0,51.0,48.0
5822,3.91666666666667,4996.42638888889,47,14.0,27.0,12.0,6.0,12.0,25.0,59.0,40.0
5823,3.0,5607.68333333333,30,13.0,20.0,13.0,16.0,6.0,30.0,46.0,53.0
5824,3.72727272727273,6403.63787878788,41,4.0,24.0,26.0,12.0,17.0,14.0,51.0,48.0
5825,3.41666666666667,5372.55694444444,41,9.0,19.0,17.0,19.0,12.0,21.0,51.0,48.0
5826,3.66666666666667,5371.65674603175,44,11.0,13.0,34.0,20.0,4.0,15.0,38.0,61.0
5827,4.0,4787.03472222222,48,6.0,20.0,14.0,18.0,12.0,27.0,47.0,52.0
5828,3.8,5260.07602564103,38,21.0,10.0,23.0,15.0,13.0,15.0,50.0,50.0
5829,2.81818181818182,4943.06818181818,31,12.0,12.0,35.0,29.0,0.0,9.0,48.0,51.0
583,3.45454545454545,4764.48333333333,38,7.0,23.0,18.0,10.0,10.0,28.0,52.0,47.0
5830,3.58333333333333,4463.03125,43,13.0,18.0,20.0,16.0,11.0,18.0,55.0,44.0
5831,4.09090909090909,5456.34956709957,45,8.0,20.0,22.0,22.0,11.0,15.0,48.0,51.0
5832,3.0,8347.93571428571,33,15.0,15.0,24.0,12.0,9.0,24.0,54.0,45.0
5833,3.16666666666667,5460.84166666667,38,2.0,18.0,21.0,21.0,13.0,23.0,73.0,26.0
5834,3.08333333333333,6498.2,37,5.0,18.0,27.0,16.0,10.0,21.0,54.0,45.0
5835,2.63636363636364,6100.24242424242,29,3.0,24.0,6.0,24.0,13.0,27.0,68.0,31.0
5836,3.66666666666667,4489.80505952381,44,13.0,18.0,15.0,20.0,11.0,20.0,38.0,61.0
5837,3.90909090909091,5045.38333333333,43,11.0,18.0,9.0,27.0,16.0,16.0,41.0,58.0
5838,2.75,5877.60555555556,33,9.0,18.0,27.0,18.0,15.0,12.0,57.0,42.0
5839,3.36363636363636,5845.85714285714,37,8.0,18.0,10.0,18.0,8.0,35.0,43.0,56.0
584,2.91666666666667,4994.76388888889,35,17.0,22.0,20.0,25.0,5.0,8.0,45.0,54.0
5840,2.66666666666667,4652.88194444445,32,18.0,25.0,15.0,25.0,3.0,12.0,43.0,56.0
5841,3.09090909090909,6181.77272727273,34,17.0,17.0,20.0,23.0,5.0,14.0,35.0,64.0
5842,3.58333333333333,5719.80277777778,43,2.0,13.0,20.0,30.0,9.0,23.0,46.0,53.0
5843,2.83333333333333,4876.94444444445,34,14.0,20.0,14.0,17.0,14.0,17.0,55.0,44.0
5844,3.33333333333333,5425.67896825397,40,5.0,17.0,25.0,12.0,10.0,30.0,60.0,40.0
5845,3.08333333333333,5313.55416666667,37,10.0,24.0,16.0,18.0,10.0,18.0,43.0,56.0
5846,3.54545454545455,6807.76363636364,39,7.0,23.0,25.0,20.0,5.0,17.0,35.0,64.0
5847,3.33333333333333,4421.23214285714,40,5.0,20.0,22.0,22.0,15.0,15.0,52.0,47.0
5848,3.58333333333333,6276.70833333333,43,2.0,23.0,23.0,23.0,9.0,18.0,44.0,55.0
5849,3.90909090909091,6432.64523809524,43,16.0,13.0,23.0,11.0,18.0,16.0,41.0,58.0
585,3.66666666666667,5488.80902777778,44,4.0,25.0,25.0,18.0,13.0,13.0,54.0,45.0
5850,3.83333333333333,4039.10277777778,46,13.0,10.0,21.0,15.0,21.0,17.0,54.0,45.0
5851,3.25,5235.62301587302,39,15.0,20.0,12.0,15.0,15.0,20.0,56.0,43.0
5852,3.18181818181818,6123.29545454546,35,14.0,20.0,17.0,25.0,11.0,11.0,42.0,57.0
5853,2.66666666666667,5445.60277777778,32,12.0,18.0,21.0,12.0,15.0,18.0,62.0,37.0
5854,3.0,4797.29393939394,33,9.0,12.0,24.0,18.0,9.0,27.0,54.0,45.0
5855,3.66666666666667,5630.23263888889,44,13.0,13.0,25.0,25.0,6.0,15.0,52.0,47.0
5856,3.58333333333333,4653.04444444444,43,9.0,13.0,32.0,18.0,6.0,18.0,46.0,53.0
5857,3.41666666666667,5662.45694444445,41,7.0,19.0,24.0,21.0,7.0,19.0,53.0,46.0
5858,3.66666666666667,5351.45925925926,44,6.0,18.0,27.0,20.0,11.0,15.0,56.0,43.0
5859,3.0,5312.41666666667,30,10.0,26.0,23.0,13.0,13.0,13.0,43.0,56.0
586,4.08333333333333,5454.88541666667,49,4.0,20.0,28.0,20.0,10.0,16.0,53.0,46.0
5860,2.41666666666667,5905.66666666667,29,0.0,27.0,34.0,13.0,10.0,13.0,68.0,31.0
5861,3.16666666666667,5509.31944444444,38,13.0,18.0,31.0,10.0,13.0,13.0,57.0,42.0
5862,3.41666666666667,4479.54722222222,41,2.0,34.0,14.0,14.0,9.0,24.0,43.0,56.0
5863,3.33333333333333,5053.92222222222,40,10.0,7.0,27.0,20.0,10.0,25.0,50.0,50.0
5864,3.5,4550.92817460317,42,9.0,28.0,11.0,23.0,11.0,14.0,54.0,45.0
5865,2.91666666666667,5063.41666666667,35,5.0,25.0,20.0,14.0,8.0,25.0,42.0,57.0
5866,4.08333333333333,4668.56825396825,49,10.0,26.0,14.0,16.0,6.0,26.0,42.0,57.0
5867,3.08333333333333,5676.72638888889,37,10.0,24.0,13.0,16.0,10.0,24.0,56.0,43.0
5868,2.81818181818182,5349.0803030303,31,12.0,9.0,19.0,19.0,16.0,22.0,51.0,48.0
5869,3.0,6128.55694444444,36,2.0,25.0,16.0,19.0,13.0,22.0,58.0,41.0
587,3.16666666666667,5440.11527777778,38,7.0,21.0,18.0,18.0,18.0,15.0,52.0,47.0
5870,2.83333333333333,5797.64583333333,34,17.0,23.0,14.0,17.0,5.0,20.0,47.0,52.0
5871,2.9,5410.425,29,20.0,24.0,0.0,24.0,13.0,17.0,44.0,55.0
5872,3.72727272727273,6154.3202020202,41,9.0,17.0,19.0,19.0,17.0,17.0,58.0,41.0
5873,4.25,5189.55138888889,51,1.0,15.0,19.0,17.0,13.0,31.0,56.0,43.0
5874,3.58333333333333,4318.50833333333,43,11.0,18.0,23.0,23.0,4.0,18.0,51.0,48.0
5875,3.25,4132.68402777778,39,15.0,17.0,15.0,17.0,10.0,23.0,43.0,56.0
5876,3.72727272727273,5259.01861471861,41,14.0,12.0,29.0,19.0,7.0,17.0,31.0,68.0
5877,2.91666666666667,4600.14583333333,35,20.0,11.0,20.0,11.0,25.0,11.0,40.0,60.0
5878,3.08333333333333,6201.80555555556,37,13.0,18.0,13.0,18.0,16.0,18.0,59.0,40.0
5879,3.83333333333333,5869.40972222222,46,10.0,28.0,23.0,15.0,4.0,17.0,58.0,41.0
588,2.66666666666667,4043.40833333333,32,3.0,12.0,12.0,28.0,18.0,25.0,78.0,21.0
5880,3.25,5970.96805555556,39,17.0,5.0,23.0,30.0,15.0,7.0,35.0,64.0
5881,3.58333333333333,5230.9125,43,4.0,32.0,11.0,11.0,9.0,30.0,58.0,41.0
5882,2.18181818181818,6615.73181818182,24,8.0,4.0,25.0,29.0,4.0,29.0,41.0,58.0
5883,3.81818181818182,4479.04134199134,42,9.0,23.0,21.0,16.0,7.0,21.0,54.0,45.0
5884,3.09090909090909,5648.88939393939,34,5.0,20.0,35.0,17.0,17.0,2.0,55.0,44.0
5885,3.66666666666667,4738.68611111111,44,11.0,18.0,20.0,22.0,11.0,15.0,47.0,52.0
5886,2.83333333333333,5344.51388888889,34,14.0,23.0,14.0,29.0,8.0,8.0,44.0,55.0
5887,3.09090909090909,5422.94545454546,34,5.0,23.0,14.0,17.0,17.0,20.0,52.0,47.0
5888,3.25,4967.71527777778,39,7.0,12.0,15.0,28.0,20.0,15.0,58.0,41.0
5889,3.16666666666667,5743.00694444445,38,7.0,26.0,13.0,23.0,7.0,21.0,44.0,55.0
589,3.16666666666667,4917.71666666667,38,5.0,18.0,18.0,21.0,7.0,28.0,60.0,39.0
5890,2.58333333333333,6012.875,31,9.0,12.0,32.0,9.0,16.0,19.0,45.0,54.0
5891,3.08333333333333,6787.47361111111,37,10.0,18.0,29.0,13.0,8.0,18.0,54.0,45.0
5892,2.83333333333333,4989.47222222222,34,11.0,20.0,23.0,17.0,5.0,20.0,64.0,35.0
5893,2.91666666666667,4944.65555555556,35,17.0,17.0,22.0,17.0,11.0,14.0,45.0,54.0
5894,3.09090909090909,6940.33181818182,34,5.0,11.0,26.0,20.0,5.0,29.0,44.0,55.0
5895,2.91666666666667,6918.86488095238,35,8.0,22.0,22.0,20.0,17.0,8.0,45.0,54.0
5896,3.72727272727273,6063.68787878788,41,21.0,12.0,26.0,14.0,4.0,19.0,41.0,58.0
5897,2.16666666666667,5625.26111111111,26,3.0,19.0,23.0,19.0,11.0,23.0,57.0,42.0
5898,3.27272727272727,4428.50303030303,36,16.0,16.0,19.0,19.0,2.0,25.0,47.0,52.0
5899,3.16666666666667,4671.48888888889,38,7.0,18.0,18.0,13.0,21.0,21.0,57.0,42.0
59,3.5,5168.60833333333,35,8.0,22.0,14.0,25.0,2.0,25.0,57.0,42.0
590,3.0,4235.93229166667,24,12.0,29.0,25.0,0.0,16.0,16.0,54.0,45.0
5900,2.25,4926.51388888889,27,7.0,14.0,18.0,25.0,3.0,29.0,44.0,55.0
5901,3.45454545454545,5720.09848484849,38,5.0,18.0,18.0,23.0,5.0,28.0,47.0,52.0
5902,3.0,5941.95303030303,33,12.0,6.0,18.0,27.0,9.0,27.0,42.0,57.0
5903,2.81818181818182,5085.27575757576,31,16.0,29.0,12.0,6.0,6.0,29.0,38.0,61.0
5904,3.25,5059.89305555556,39,17.0,33.0,7.0,23.0,5.0,12.0,51.0,48.0
5905,3.41666666666667,5681.37777777778,41,7.0,9.0,21.0,34.0,7.0,19.0,58.0,41.0
5906,4.0,5550.12638888889,48,16.0,20.0,18.0,25.0,6.0,12.0,52.0,47.0
5907,3.41666666666667,5573.27956349206,41,7.0,19.0,12.0,14.0,17.0,29.0,65.0,34.0
5908,3.25,4982.21527777778,39,7.0,20.0,28.0,10.0,23.0,10.0,61.0,38.0
5909,2.91666666666667,4872.87777777778,35,14.0,28.0,8.0,20.0,22.0,5.0,54.0,45.0
591,4.36363636363636,6044.87348484849,48,10.0,22.0,12.0,20.0,12.0,20.0,60.0,39.0
5910,3.27272727272727,4377.71904761905,36,8.0,11.0,19.0,27.0,16.0,16.0,47.0,52.0
5911,2.08333333333333,5956.56944444444,25,0.0,32.0,24.0,24.0,12.0,8.0,52.0,48.0
5912,3.25,5206.85317460317,39,7.0,23.0,28.0,12.0,5.0,23.0,48.0,51.0
5913,3.16666666666667,4707.59246031746,38,7.0,21.0,28.0,15.0,7.0,18.0,47.0,52.0
5914,2.90909090909091,5410.6525974026,32,12.0,25.0,31.0,15.0,3.0,12.0,62.0,37.0
5915,3.16666666666667,5781.54365079365,38,13.0,21.0,23.0,15.0,15.0,10.0,57.0,42.0
5916,3.66666666666667,5034.68611111111,44,4.0,29.0,20.0,20.0,9.0,15.0,61.0,38.0
5917,3.75,4956.45555555556,45,13.0,20.0,17.0,17.0,11.0,20.0,46.0,53.0
5918,2.91666666666667,5546.32291666667,35,11.0,28.0,20.0,14.0,5.0,20.0,48.0,51.0
5919,3.25,5170.25,39,17.0,12.0,17.0,28.0,7.0,15.0,38.0,61.0
592,3.75,4680.36805555556,45,15.0,24.0,20.0,13.0,15.0,11.0,48.0,51.0
5920,2.83333333333333,4598.72222222222,34,11.0,14.0,17.0,26.0,5.0,23.0,29.0,70.0
5921,2.25,4926.88888888889,27,3.0,14.0,18.0,29.0,7.0,25.0,44.0,55.0
5922,3.58333333333333,6680.05277777778,43,6.0,18.0,25.0,13.0,9.0,25.0,53.0,46.0
5923,3.36363636363636,5642.48095238095,37,13.0,13.0,24.0,16.0,10.0,21.0,59.0,40.0
5924,3.66666666666667,4958.66666666667,33,15.0,15.0,15.0,27.0,9.0,18.0,45.0,54.0
5925,2.75,4612.45793650794,33,9.0,18.0,6.0,12.0,12.0,42.0,60.0,39.0
5926,2.91666666666667,4944.92222222222,35,20.0,22.0,14.0,28.0,8.0,5.0,40.0,60.0
5927,3.66666666666667,5073.79652777778,44,6.0,13.0,18.0,25.0,6.0,29.0,54.0,45.0
5928,3.9,5012.72642857143,39,7.0,20.0,25.0,7.0,12.0,25.0,64.0,35.0
5929,3.27272727272727,5572.39696969697,36,5.0,16.0,19.0,30.0,2.0,25.0,52.0,47.0
593,3.25,3793.04861111111,39,15.0,25.0,17.0,10.0,10.0,20.0,48.0,51.0
5930,3.41666666666667,6151.71458333333,41,9.0,17.0,24.0,21.0,9.0,17.0,46.0,53.0
5931,3.33333333333333,5892.95277777778,40,10.0,20.0,22.0,17.0,10.0,20.0,50.0,50.0
5932,3.83333333333333,6071.3,46,13.0,13.0,28.0,23.0,6.0,15.0,45.0,54.0
5933,2.66666666666667,5216.57638888889,32,18.0,31.0,15.0,15.0,9.0,9.0,40.0,59.0
5934,2.1,5829.89166666667,21,9.0,4.0,33.0,23.0,4.0,23.0,23.0,76.0
5935,3.75,5874.07222222222,45,8.0,15.0,17.0,22.0,11.0,24.0,44.0,55.0
5936,3.45454545454545,5893.9696969697,38,21.0,10.0,21.0,23.0,13.0,10.0,39.0,60.0
5937,2.45454545454545,5113.25454545455,27,7.0,29.0,14.0,11.0,14.0,22.0,51.0,48.0
5938,2.90909090909091,5300.83333333333,32,6.0,21.0,15.0,12.0,12.0,31.0,50.0,50.0
5939,2.33333333333333,4815.54583333333,28,17.0,14.0,21.0,10.0,17.0,17.0,53.0,46.0
594,2.45454545454545,7204.87272727273,27,3.0,11.0,25.0,29.0,11.0,18.0,59.0,40.0
5940,3.16666666666667,6770.7251984127,38,2.0,15.0,31.0,18.0,13.0,18.0,60.0,39.0
5941,3.08333333333333,4930.79722222222,37,16.0,10.0,18.0,13.0,5.0,35.0,43.0,56.0
5942,3.625,3842.4375,29,17.0,13.0,13.0,20.0,13.0,20.0,37.0,62.0
5943,3.83333333333333,5047.02847222222,46,4.0,10.0,34.0,15.0,10.0,23.0,50.0,50.0
5944,2.25,4725.43055555556,27,7.0,25.0,33.0,7.0,7.0,18.0,37.0,62.0
5945,2.66666666666667,5558.40277777778,32,12.0,9.0,18.0,15.0,28.0,15.0,53.0,46.0
5946,3.5,5438.3125,42,9.0,21.0,16.0,16.0,11.0,23.0,52.0,47.0
5947,3.81818181818182,5928.79967532468,42,14.0,19.0,16.0,23.0,9.0,16.0,52.0,47.0
5948,3.58333333333333,17962.6223214286,43,4.0,25.0,23.0,30.0,6.0,9.0,58.0,41.0
5949,2.63636363636364,19341.6166666667,29,10.0,24.0,17.0,20.0,10.0,17.0,48.0,51.0
595,3.16666666666667,5672.03472222222,38,5.0,18.0,23.0,23.0,15.0,13.0,55.0,44.0
5950,3.83333333333333,20433.4333333333,46,8.0,15.0,17.0,28.0,15.0,15.0,50.0,50.0
5951,4.3,19117.9328571429,43,9.0,23.0,16.0,20.0,9.0,20.0,48.0,51.0
5952,2.63636363636364,16585.6015151515,29,3.0,20.0,24.0,27.0,3.0,20.0,58.0,41.0
5953,3.6,18400.4916666667,36,13.0,22.0,11.0,16.0,11.0,25.0,44.0,55.0
5954,3.58333333333333,18583.4111111111,43,16.0,18.0,13.0,9.0,18.0,23.0,53.0,46.0
5955,3.0,18406.1111111111,36,11.0,19.0,30.0,13.0,8.0,16.0,55.0,44.0
5956,3.18181818181818,16414.8060606061,35,11.0,17.0,22.0,28.0,2.0,17.0,51.0,48.0
5957,3.33333333333333,19856.0333333333,40,17.0,15.0,30.0,12.0,10.0,15.0,32.0,67.0
5958,3.2,20830.9095238095,32,12.0,21.0,18.0,12.0,18.0,15.0,53.0,46.0
5959,3.33333333333333,22062.8347222222,40,15.0,27.0,17.0,17.0,7.0,15.0,47.0,52.0
596,3.27272727272727,5217.20757575758,36,8.0,27.0,11.0,22.0,2.0,27.0,52.0,47.0
5960,3.27272727272727,19270.1015151515,36,19.0,11.0,27.0,16.0,11.0,13.0,30.0,69.0
5961,3.63636363636364,23777.4757575758,40,10.0,12.0,27.0,12.0,15.0,22.0,57.0,42.0
5962,3.33333333333333,21753.3180555556,40,10.0,17.0,15.0,22.0,12.0,22.0,47.0,52.0
5963,3.25,18897.0157407407,39,7.0,20.0,12.0,25.0,12.0,20.0,61.0,38.0
5964,3.41666666666667,21876.3416666667,41,4.0,21.0,19.0,29.0,7.0,17.0,53.0,46.0
5965,3.33333333333333,18164.2152777778,40,7.0,17.0,20.0,20.0,15.0,20.0,62.0,37.0
5966,3.33333333333333,18963.0047619048,40,5.0,25.0,17.0,27.0,7.0,17.0,50.0,50.0
5967,3.33333333333333,19069.5083333333,40,15.0,32.0,7.0,20.0,5.0,20.0,55.0,45.0
5968,3.33333333333333,21802.5575396825,40,10.0,32.0,17.0,15.0,7.0,17.0,40.0,60.0
5969,3.0,22276.0625,36,5.0,13.0,25.0,27.0,8.0,19.0,41.0,58.0
597,2.66666666666667,5196.55853174603,32,6.0,18.0,21.0,25.0,3.0,25.0,56.0,43.0
5970,3.41666666666667,15580.8097222222,41,9.0,14.0,9.0,24.0,12.0,29.0,51.0,48.0
5971,3.25,22394.4895833333,39,10.0,30.0,15.0,25.0,5.0,12.0,56.0,43.0
5972,3.25,17331.2347222222,39,7.0,38.0,20.0,15.0,5.0,12.0,53.0,46.0
5973,3.18181818181818,18861.3893939394,35,25.0,17.0,14.0,17.0,5.0,20.0,51.0,48.0
5974,3.83333333333333,23580.0928571429,46,13.0,21.0,8.0,23.0,4.0,28.0,56.0,43.0
5975,3.4,24267.4409523809,34,11.0,29.0,20.0,11.0,5.0,20.0,55.0,44.0
5976,3.91666666666667,23752.6303571429,47,14.0,29.0,14.0,17.0,8.0,14.0,46.0,53.0
5977,2.66666666666667,18808.1666666667,24,12.0,12.0,20.0,12.0,12.0,29.0,62.0,37.0
5978,2.54545454545455,21373.4166666667,28,10.0,17.0,21.0,14.0,7.0,28.0,50.0,50.0
5979,3.1,26299.5357142857,31,19.0,16.0,16.0,6.0,19.0,22.0,41.0,58.0
598,3.0,6165.82727272727,33,6.0,15.0,27.0,18.0,12.0,21.0,45.0,54.0
5980,3.08333333333333,17838.3994047619,37,18.0,21.0,21.0,10.0,5.0,21.0,43.0,56.0
5981,4.08333333333333,21044.1638888889,49,18.0,20.0,10.0,28.0,14.0,8.0,46.0,53.0
5982,3.41666666666667,16669.7916666667,41,12.0,19.0,14.0,24.0,12.0,17.0,53.0,46.0
5983,2.5,22182.7013888889,30,3.0,6.0,33.0,26.0,10.0,20.0,46.0,53.0
5984,3.41666666666667,22168.2708333333,41,9.0,12.0,21.0,19.0,7.0,29.0,58.0,41.0
5985,3.33333333333333,21244.7152777778,40,5.0,22.0,20.0,25.0,5.0,22.0,45.0,55.0
5986,4.36363636363636,18818.0704545455,48,10.0,18.0,14.0,22.0,8.0,25.0,58.0,41.0
5987,3.41666666666667,20846.6944444444,41,14.0,34.0,19.0,14.0,0.0,17.0,43.0,56.0
5988,3.09090909090909,23629.0416666667,34,5.0,20.0,20.0,23.0,2.0,26.0,50.0,50.0
5989,3.75,19884.3222222222,45,17.0,15.0,13.0,26.0,6.0,20.0,46.0,53.0
599,2.90909090909091,4820.81363636364,32,12.0,18.0,9.0,31.0,6.0,21.0,56.0,43.0
5990,3.0,20168.8636363636,33,12.0,30.0,15.0,6.0,3.0,33.0,54.0,45.0
5991,3.25,18726.75,39,12.0,15.0,15.0,17.0,17.0,20.0,41.0,58.0
5992,3.16666666666667,22140.28125,38,7.0,15.0,13.0,26.0,7.0,28.0,60.0,39.0
5993,3.45454545454545,28017.0909090909,38,7.0,23.0,18.0,18.0,13.0,18.0,76.0,23.0
5994,3.58333333333333,21009.6069444444,43,6.0,18.0,13.0,23.0,9.0,27.0,53.0,46.0
5995,3.16666666666667,15508.6416666667,38,10.0,21.0,26.0,21.0,5.0,15.0,47.0,52.0
5996,3.33333333333333,19798.4537037037,30,10.0,23.0,16.0,20.0,10.0,20.0,50.0,50.0
5997,3.18181818181818,22435.7893939394,35,22.0,25.0,11.0,11.0,8.0,20.0,28.0,71.0
5998,3.33333333333333,19916.775,40,2.0,15.0,17.0,20.0,15.0,30.0,47.0,52.0
5999,4.0,23379.4147186147,44,6.0,22.0,20.0,25.0,4.0,20.0,52.0,47.0
6,3.63636363636364,6671.07575757576,40,2.0,20.0,20.0,17.0,17.0,22.0,67.0,32.0
60,3.9,6492.49047619048,39,12.0,15.0,25.0,7.0,10.0,28.0,43.0,56.0
600,2.41666666666667,5445.35218253968,29,3.0,24.0,31.0,10.0,10.0,20.0,55.0,44.0
6000,4.25,19090.7346560847,51,15.0,19.0,29.0,15.0,3.0,15.0,47.0,52.0
6001,3.08333333333333,22687.3472222222,37,13.0,8.0,27.0,16.0,8.0,27.0,45.0,54.0
6002,3.45454545454545,16006.7666666667,38,10.0,15.0,21.0,15.0,5.0,31.0,57.0,42.0
6003,3.09090909090909,17908.6696969697,34,8.0,20.0,17.0,23.0,8.0,20.0,58.0,41.0
6004,3.5,19510.1742063492,42,9.0,38.0,9.0,26.0,4.0,11.0,54.0,45.0
6005,3.66666666666667,21114.2881944444,44,6.0,15.0,11.0,27.0,15.0,22.0,52.0,47.0
6006,3.7,18730.3192857143,37,13.0,29.0,10.0,18.0,10.0,16.0,48.0,51.0
6007,3.27272727272727,19387.4454545455,36,11.0,8.0,27.0,22.0,16.0,13.0,41.0,58.0
6008,3.08333333333333,22900.3201388889,37,10.0,13.0,24.0,18.0,16.0,16.0,59.0,40.0
6009,3.4,18718.065,34,14.0,14.0,14.0,14.0,20.0,20.0,67.0,32.0
601,3.16666666666667,6091.89583333333,38,15.0,15.0,21.0,18.0,2.0,26.0,42.0,57.0
6010,3.16666666666667,20488.5083333333,38,5.0,23.0,18.0,26.0,2.0,23.0,50.0,50.0
6011,3.54545454545455,17312.6803030303,39,7.0,17.0,15.0,30.0,10.0,17.0,48.0,51.0
6012,3.0,15357.9806547619,36,8.0,22.0,25.0,16.0,8.0,19.0,50.0,50.0
6013,3.66666666666667,20816.1577380952,44,11.0,18.0,25.0,11.0,6.0,27.0,47.0,52.0
6014,3.8,23746.3273809524,38,5.0,31.0,18.0,21.0,13.0,10.0,60.0,39.0
6015,3.5,22563.4095238095,42,4.0,30.0,14.0,9.0,9.0,30.0,52.0,47.0
6016,2.91666666666667,19076.8576388889,35,5.0,25.0,20.0,17.0,11.0,20.0,51.0,48.0
6017,3.83333333333333,23182.9071969697,46,10.0,6.0,26.0,21.0,6.0,28.0,50.0,50.0
6018,2.91666666666667,21647.6075396825,35,17.0,17.0,17.0,20.0,8.0,20.0,45.0,54.0
6019,3.4,19242.71,34,8.0,20.0,23.0,32.0,5.0,8.0,41.0,58.0
602,2.91666666666667,5394.67777777778,35,17.0,28.0,11.0,11.0,8.0,22.0,40.0,60.0
6020,2.45454545454545,18233.7045454545,27,7.0,18.0,29.0,33.0,7.0,3.0,59.0,40.0
6021,2.27272727272727,17819.0090909091,25,4.0,28.0,16.0,24.0,8.0,20.0,56.0,44.0
6022,3.72727272727273,15984.2023809524,41,14.0,26.0,14.0,12.0,9.0,21.0,53.0,46.0
6023,3.0,20946.2861111111,36,8.0,13.0,38.0,16.0,2.0,19.0,55.0,44.0
6024,2.45454545454545,11532.2363636364,27,11.0,18.0,14.0,18.0,3.0,33.0,51.0,48.0
6025,3.0,22313.2194444444,36,2.0,19.0,19.0,33.0,11.0,13.0,55.0,44.0
6026,3.08333333333333,17871.7396825397,37,13.0,27.0,10.0,8.0,18.0,21.0,59.0,40.0
6027,3.33333333333333,17401.5964285714,40,20.0,12.0,20.0,12.0,12.0,22.0,55.0,45.0
6028,3.66666666666667,23810.90625,44,9.0,18.0,22.0,18.0,9.0,22.0,50.0,50.0
6029,3.83333333333333,19163.8861111111,46,13.0,15.0,17.0,17.0,13.0,23.0,54.0,45.0
603,2.72727272727273,6762.04242424242,30,13.0,13.0,13.0,23.0,10.0,26.0,40.0,60.0
6030,3.33333333333333,17913.3796296296,40,5.0,27.0,15.0,17.0,10.0,25.0,47.0,52.0
6031,3.83333333333333,22049.1486111111,46,15.0,23.0,23.0,15.0,8.0,13.0,39.0,60.0
6032,3.90909090909091,19991.0515151515,43,2.0,25.0,23.0,27.0,6.0,13.0,58.0,41.0
6033,3.54545454545455,21920.2909090909,39,7.0,17.0,23.0,17.0,10.0,23.0,35.0,64.0
6034,3.75,18439.8242063492,45,13.0,8.0,22.0,17.0,15.0,22.0,51.0,48.0
6035,2.72727272727273,21966.0909090909,30,3.0,20.0,20.0,23.0,6.0,26.0,43.0,56.0
6036,3.54545454545455,16650.9748917749,39,10.0,15.0,15.0,33.0,7.0,17.0,53.0,46.0
6037,3.1,20165.8016666667,31,12.0,9.0,19.0,22.0,9.0,25.0,51.0,48.0
6038,2.66666666666667,24912.7740740741,24,4.0,12.0,33.0,25.0,8.0,16.0,45.0,54.0
6039,3.7,19910.7319047619,37,5.0,27.0,21.0,13.0,10.0,21.0,45.0,54.0
604,2.90909090909091,4920.16363636364,32,12.0,37.0,21.0,9.0,3.0,15.0,28.0,71.0
6040,2.81818181818182,23148.4318181818,31,6.0,29.0,22.0,19.0,3.0,19.0,41.0,58.0
6041,3.8,19827.3929761905,38,15.0,21.0,18.0,23.0,7.0,13.0,36.0,63.0
6042,3.58333333333333,20242.5981150794,43,4.0,18.0,23.0,27.0,6.0,18.0,51.0,48.0
6043,2.36363636363636,19628.1861471861,26,11.0,15.0,11.0,19.0,15.0,26.0,53.0,46.0
