ip_id,label,brth_yr,act_strt_dt,no_of_dpnd_chl,cis_income,crn_bal,gnd_cd,mar_st_cd,ctf_tp_cd,ocp_cd,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cc_avg_freq_month,cc_avg_amt_month,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR
2280,0.0,1977.0,2009-06-11,0.0,42609.0,340282.0,2.0,3.0,2.0,5,5.0,3.0,6.0,6.0,2.0,3.0,11.0,6.0,3.0,0.0,12.0,0.0,3.0,10.0,6.0,18.0,7.75,5217.824166574171,3.4166666666666696,6477.44652777778,41.0,7.0,31.0,19.0,21.0,7.0,12.0,56.0,43.0
2281,0.0,1971.0,2012-09-15,0.0,42908.0,500.0,2.0,2.0,1.0,2,11.0,6.0,9.0,7.0,5.0,3.0,11.0,4.0,4.0,0.0,14.0,1.0,3.0,8.0,2.0,10.0,8.16666666666667,6043.64682539683,3.3333333333333304,5360.05429292929,40.0,0.0,25.0,20.0,25.0,5.0,25.0,47.0,52.0
2282,0.0,1977.0,2012-03-07,1.0,48226.0,556002.0,1.0,1.0,1.0,8,5.0,11.0,5.0,7.0,0.0,3.0,8.0,7.0,3.0,0.0,14.0,2.0,5.0,10.0,7.0,7.0,7.08333333333333,5569.6890491453005,3.45454545454545,5663.28787878788,38.0,10.0,2.0,34.0,21.0,10.0,21.0,47.0,52.0
2283,0.0,1977.0,2007-02-24,0.0,45455.0,561904.0,1.0,4.0,3.0,3,4.0,10.0,6.0,12.0,0.0,2.0,13.0,5.0,1.0,0.0,12.0,0.0,1.0,13.0,3.0,12.0,7.33333333333333,5210.819489538239,2.7272727272727297,6605.540909090911,30.0,10.0,16.0,23.0,20.0,10.0,20.0,46.0,53.0
2284,0.0,1976.0,2010-07-10,0.0,43627.0,314998.0,2.0,3.0,5.0,12,9.0,6.0,8.0,9.0,2.0,7.0,8.0,4.0,1.0,1.0,10.0,2.0,2.0,8.0,3.0,13.0,6.91666666666667,4457.94086700337,2.7272727272727297,5974.5129870129895,30.0,23.0,20.0,26.0,13.0,0.0,16.0,30.0,70.0
2285,0.0,1984.0,2011-04-21,0.0,46376.0,685676.0,1.0,4.0,6.0,6,3.0,7.0,8.0,7.0,2.0,2.0,5.0,4.0,7.0,0.0,7.0,0.0,0.0,21.0,5.0,11.0,8.5,5460.72273097273,2.45454545454545,4031.54545454545,27.0,14.0,7.0,11.0,18.0,22.0,25.0,51.0,48.0
2286,0.0,1977.0,2011-07-12,1.0,43721.0,500.0,2.0,1.0,6.0,5,11.0,8.0,10.0,5.0,4.0,6.0,7.0,3.0,4.0,0.0,6.0,1.0,6.0,8.0,4.0,11.0,7.83333333333333,5408.034782347279,3.2727272727272703,5982.648484848481,36.0,16.0,25.0,13.0,25.0,11.0,8.0,41.0,58.0
2287,0.0,1979.0,2013-11-15,1.0,47820.0,500.0,2.0,2.0,6.0,5,9.0,4.0,9.0,5.0,3.0,7.0,9.0,5.0,5.0,0.0,11.0,1.0,1.0,10.0,7.0,7.0,7.33333333333333,5989.305026455029,3.0833333333333304,5603.10595238095,37.0,8.0,10.0,29.0,16.0,10.0,24.0,48.0,51.0
2288,0.0,1978.0,2010-04-26,0.0,48528.0,500.0,1.0,3.0,1.0,9,7.0,6.0,11.0,8.0,4.0,6.0,5.0,7.0,4.0,0.0,8.0,1.0,3.0,13.0,1.0,15.0,8.25,5180.56569425945,2.9166666666666696,5162.94861111111,35.0,8.0,25.0,20.0,20.0,5.0,20.0,51.0,48.0
2289,0.0,1970.0,2013-08-31,0.0,42021.0,500.0,1.0,3.0,4.0,2,7.0,6.0,8.0,7.0,7.0,8.0,9.0,2.0,3.0,0.0,7.0,1.0,2.0,8.0,3.0,14.0,6.75,5417.59926231176,3.25,5878.18333333333,39.0,7.0,17.0,28.0,25.0,7.0,12.0,51.0,48.0
2290,0.0,1983.0,2010-10-27,0.0,38240.0,794240.0,1.0,1.0,5.0,9,7.0,7.0,10.0,9.0,1.0,2.0,11.0,0.0,4.0,0.0,9.0,0.0,4.0,9.0,3.0,10.0,8.5,5855.08424145299,4.4,4615.68809523809,44.0,6.0,18.0,25.0,25.0,6.0,18.0,40.0,59.0
2291,0.0,1979.0,2006-05-07,0.0,50825.0,500.0,2.0,3.0,3.0,4,13.0,9.0,5.0,9.0,2.0,1.0,4.0,8.0,5.0,0.0,8.0,0.0,1.0,11.0,7.0,7.0,8.75,5618.785173853921,3.7272727272727297,6090.610606060611,41.0,2.0,19.0,24.0,19.0,9.0,24.0,58.0,41.0
2292,0.0,1984.0,2008-05-10,0.0,43549.0,505429.0,2.0,3.0,6.0,4,8.0,4.0,6.0,6.0,2.0,7.0,9.0,7.0,5.0,0.0,6.0,1.0,4.0,16.0,3.0,9.0,9.5,5092.99817612943,3.2727272727272703,5615.05606060606,36.0,11.0,19.0,16.0,25.0,13.0,13.0,63.0,36.0
2293,0.0,1976.0,2011-12-31,0.0,42985.0,500.0,2.0,2.0,2.0,8,6.0,7.0,10.0,11.0,0.0,5.0,9.0,1.0,2.0,0.0,10.0,0.0,3.0,8.0,6.0,11.0,8.66666666666667,5439.65927128427,2.5,6152.3888888888905,30.0,6.0,13.0,23.0,23.0,13.0,20.0,53.0,46.0
2294,0.0,1980.0,2007-02-11,0.0,43409.0,366104.0,1.0,3.0,6.0,1,6.0,4.0,4.0,9.0,6.0,2.0,4.0,3.0,4.0,0.0,11.0,1.0,0.0,18.0,11.0,5.0,8.58333333333333,4848.21279160654,3.81818181818182,4587.379870129871,42.0,7.0,21.0,26.0,21.0,7.0,16.0,45.0,54.0
2295,0.0,1981.0,2016-03-28,1.0,42902.0,500.0,1.0,1.0,4.0,7,8.0,7.0,9.0,5.0,2.0,7.0,7.0,4.0,8.0,0.0,13.0,0.0,1.0,10.0,3.0,9.0,9.16666666666667,5564.65098605099,4.16666666666667,5460.12400793651,50.0,6.0,26.0,12.0,18.0,8.0,30.0,56.0,44.0
2296,0.0,1992.0,2003-06-12,0.0,41563.0,306182.0,1.0,1.0,6.0,11,5.0,8.0,6.0,9.0,4.0,4.0,6.0,10.0,5.0,0.0,12.0,1.0,7.0,10.0,2.0,11.0,8.33333333333333,5540.35183080808,3.2727272727272703,5770.19696969697,36.0,8.0,25.0,13.0,13.0,16.0,22.0,44.0,55.0
2297,0.0,1980.0,2006-05-20,1.0,45149.0,500.0,2.0,2.0,1.0,1,7.0,6.0,8.0,7.0,1.0,4.0,10.0,9.0,0.0,0.0,9.0,0.0,3.0,7.0,4.0,17.0,9.41666666666667,5366.67141654642,3.5,4328.86666666667,42.0,11.0,11.0,26.0,14.0,14.0,21.0,54.0,45.0
2298,0.0,1977.0,2018-01-11,0.0,47696.0,500.0,1.0,1.0,4.0,7,4.0,14.0,11.0,6.0,1.0,3.0,9.0,7.0,3.0,0.0,8.0,1.0,0.0,14.0,7.0,4.0,6.75,5381.72686988937,3.6666666666666696,4871.01984126984,44.0,6.0,11.0,18.0,13.0,9.0,40.0,45.0,54.0
2299,0.0,1981.0,2015-12-18,0.0,39503.0,918916.0,1.0,2.0,1.0,1,8.0,11.0,8.0,11.0,2.0,3.0,10.0,8.0,3.0,0.0,9.0,0.0,4.0,8.0,8.0,6.0,8.25,4325.7743476431,3.55555555555556,5864.18148148148,32.0,9.0,21.0,25.0,15.0,6.0,21.0,43.0,56.0
2300,0.0,1977.0,2006-11-27,0.0,47484.0,118146.0,2.0,4.0,3.0,3,6.0,5.0,10.0,5.0,2.0,6.0,8.0,3.0,0.0,0.0,8.0,0.0,2.0,12.0,10.0,17.0,7.5,4410.45067340067,2.9,4532.891666666671,29.0,13.0,31.0,10.0,13.0,13.0,17.0,62.0,37.0
2301,0.0,1988.0,2007-12-23,0.0,36938.0,500.0,2.0,4.0,2.0,3,7.0,9.0,8.0,10.0,2.0,3.0,7.0,3.0,2.0,1.0,11.0,0.0,3.0,14.0,2.0,11.0,7.66666666666667,5304.92760942761,4.16666666666667,5383.15198412699,50.0,16.0,20.0,24.0,18.0,10.0,12.0,40.0,60.0
2302,0.0,1984.0,2011-07-16,0.0,51252.0,500.0,2.0,4.0,3.0,8,9.0,5.0,9.0,8.0,2.0,3.0,13.0,6.0,3.0,0.0,11.0,0.0,1.0,11.0,3.0,9.0,7.75,5710.36968795094,3.4166666666666696,5758.80555555556,41.0,12.0,29.0,19.0,14.0,4.0,19.0,53.0,46.0
2303,0.0,1979.0,2012-09-08,2.0,43013.0,500.0,1.0,4.0,4.0,5,9.0,6.0,11.0,7.0,2.0,6.0,9.0,3.0,9.0,0.0,10.0,0.0,2.0,9.0,5.0,5.0,9.25,5086.0761423761405,3.2727272727272703,4585.07575757576,36.0,16.0,27.0,11.0,16.0,8.0,19.0,44.0,55.0
2304,0.0,1982.0,2011-12-06,1.0,42052.0,135605.0,1.0,1.0,3.0,4,11.0,5.0,5.0,5.0,3.0,6.0,10.0,6.0,8.0,0.0,9.0,0.0,1.0,12.0,4.0,6.0,7.16666666666667,5767.42671703297,3.90909090909091,5564.31363636364,43.0,9.0,9.0,16.0,27.0,16.0,20.0,58.0,41.0
2305,0.0,1975.0,2011-02-13,0.0,46194.0,500.0,2.0,4.0,1.0,1,6.0,8.0,9.0,6.0,0.0,6.0,7.0,8.0,3.0,0.0,8.0,1.0,3.0,5.0,6.0,12.0,8.58333333333333,5493.537698412701,2.6363636363636402,5408.001515151521,29.0,3.0,27.0,17.0,20.0,10.0,20.0,62.0,37.0
2306,0.0,1974.0,2007-06-18,0.0,35500.0,500.0,2.0,4.0,2.0,8,7.0,7.0,8.0,4.0,5.0,4.0,11.0,5.0,1.0,0.0,11.0,0.0,0.0,14.0,7.0,9.0,9.5,5221.08941197691,3.8,5971.818095238101,38.0,7.0,15.0,15.0,26.0,7.0,26.0,55.0,44.0
2307,0.0,1975.0,2016-01-08,0.0,37280.0,899129.0,1.0,4.0,1.0,1,3.0,9.0,13.0,8.0,6.0,3.0,10.0,5.0,4.0,0.0,5.0,2.0,2.0,9.0,5.0,9.0,7.25,5247.41663059163,3.1666666666666696,6968.97361111111,38.0,0.0,21.0,23.0,13.0,13.0,28.0,68.0,31.0
2308,0.0,1978.0,2010-08-25,0.0,33891.0,500.0,2.0,4.0,4.0,9,7.0,7.0,7.0,3.0,5.0,4.0,8.0,5.0,10.0,0.0,11.0,1.0,2.0,11.0,2.0,10.0,9.91666666666667,5134.02698181448,3.2,6261.56666666667,32.0,12.0,12.0,21.0,15.0,18.0,18.0,62.0,37.0
2309,0.0,1981.0,2013-09-20,1.0,39226.0,300890.0,2.0,2.0,1.0,7,9.0,9.0,5.0,6.0,4.0,7.0,7.0,7.0,2.0,0.0,10.0,2.0,4.0,12.0,3.0,6.0,7.75,5588.3707493895,2.9,5549.92,29.0,3.0,10.0,27.0,17.0,17.0,24.0,51.0,48.0
2310,0.0,1970.0,2006-07-14,0.0,37686.0,820899.0,2.0,1.0,5.0,4,5.0,8.0,7.0,8.0,3.0,3.0,7.0,8.0,1.0,1.0,13.0,2.0,0.0,10.0,7.0,11.0,7.0,4675.77906445406,3.75,4948.35092592593,45.0,13.0,24.0,17.0,22.0,4.0,17.0,46.0,53.0
2311,0.0,1986.0,2012-07-05,0.0,40029.0,500.0,2.0,1.0,1.0,11,4.0,11.0,13.0,3.0,4.0,2.0,10.0,8.0,8.0,0.0,7.0,2.0,3.0,11.0,4.0,8.0,8.16666666666667,5810.78154761905,2.7272727272727297,6015.9303030303,30.0,13.0,40.0,16.0,6.0,6.0,16.0,53.0,46.0
2312,0.0,1975.0,2015-03-22,0.0,41537.0,500.0,2.0,1.0,4.0,4,5.0,7.0,16.0,6.0,3.0,6.0,9.0,7.0,5.0,0.0,5.0,0.0,0.0,10.0,6.0,8.0,9.0,5190.25675805676,3.7272727272727297,5253.44318181818,41.0,2.0,14.0,17.0,26.0,9.0,29.0,58.0,41.0
2313,0.0,1985.0,2007-06-12,0.0,40783.0,89771.0,1.0,2.0,1.0,2,6.0,6.0,7.0,14.0,1.0,3.0,5.0,7.0,5.0,0.0,6.0,0.0,3.0,18.0,4.0,13.0,8.16666666666667,5950.291896760649,3.09090909090909,5575.439393939389,34.0,5.0,17.0,26.0,23.0,11.0,14.0,50.0,50.0
2314,0.0,1974.0,2015-02-02,1.0,45554.0,394051.0,2.0,2.0,6.0,1,10.0,6.0,9.0,9.0,3.0,3.0,10.0,3.0,5.0,0.0,12.0,1.0,0.0,8.0,4.0,10.0,7.16666666666667,4695.42556216931,2.25,4803.583333333329,27.0,3.0,22.0,14.0,22.0,11.0,25.0,59.0,40.0
2315,0.0,1972.0,2015-07-11,0.0,46495.0,500.0,2.0,2.0,1.0,5,5.0,6.0,14.0,6.0,3.0,1.0,5.0,7.0,6.0,1.0,9.0,1.0,1.0,14.0,6.0,9.0,7.83333333333333,4194.95601851852,3.6,6174.75083333333,36.0,5.0,27.0,30.0,16.0,5.0,13.0,58.0,41.0
2316,0.0,1982.0,2012-09-30,0.0,38418.0,500.0,2.0,2.0,2.0,1,5.0,9.0,6.0,4.0,3.0,5.0,8.0,3.0,6.0,0.0,10.0,1.0,0.0,12.0,1.0,14.0,8.5,5135.02022607023,2.6666666666666696,5719.44444444445,32.0,6.0,21.0,31.0,15.0,6.0,18.0,56.0,43.0
2317,0.0,1983.0,2012-12-23,0.0,41870.0,1053965.0,2.0,4.0,5.0,9,7.0,7.0,13.0,12.0,2.0,4.0,2.0,6.0,3.0,0.0,4.0,1.0,3.0,13.0,7.0,8.0,6.75,4870.62496693122,4.545454545454549,5492.2765512265505,50.0,20.0,18.0,20.0,22.0,6.0,14.0,36.0,64.0
2318,0.0,1983.0,2013-11-12,0.0,44767.0,109756.0,1.0,1.0,2.0,12,7.0,8.0,9.0,9.0,1.0,3.0,10.0,1.0,3.0,0.0,10.0,0.0,4.0,10.0,7.0,12.0,7.08333333333333,4803.36250763126,3.9166666666666696,5025.89074074074,47.0,17.0,19.0,19.0,27.0,2.0,14.0,51.0,48.0
2319,0.0,1975.0,2012-02-19,0.0,42145.0,500.0,2.0,2.0,3.0,7,7.0,3.0,8.0,7.0,4.0,3.0,11.0,6.0,5.0,0.0,9.0,0.0,3.0,12.0,6.0,9.0,9.0,5197.24739923747,3.6666666666666696,4596.58819444444,44.0,6.0,27.0,22.0,20.0,9.0,13.0,59.0,40.0
2320,0.0,1970.0,2008-08-19,0.0,49791.0,500.0,1.0,3.0,2.0,1,7.0,9.0,7.0,6.0,0.0,6.0,10.0,7.0,4.0,0.0,9.0,1.0,2.0,12.0,3.0,14.0,8.08333333333333,5073.45456349206,4.2,5911.4257142857205,42.0,9.0,14.0,30.0,9.0,11.0,23.0,47.0,52.0
2321,0.0,1973.0,2008-08-23,0.0,41087.0,500.0,2.0,1.0,6.0,2,4.0,8.0,7.0,10.0,2.0,5.0,7.0,6.0,4.0,0.0,6.0,1.0,5.0,9.0,9.0,15.0,8.16666666666667,4638.47331349206,3.18181818181818,5814.0090909090895,35.0,11.0,17.0,14.0,22.0,14.0,20.0,54.0,45.0
2322,0.0,1979.0,2011-06-13,0.0,47167.0,123024.0,1.0,2.0,3.0,2,8.0,8.0,8.0,6.0,4.0,3.0,5.0,6.0,2.0,0.0,9.0,0.0,1.0,12.0,3.0,10.0,8.41666666666667,6057.12491582492,3.18181818181818,5667.67186147186,35.0,5.0,17.0,22.0,22.0,17.0,14.0,45.0,54.0
2323,0.0,1976.0,2006-03-03,0.0,39502.0,500.0,1.0,4.0,2.0,3,10.0,10.0,8.0,5.0,0.0,4.0,15.0,2.0,3.0,0.0,10.0,1.0,1.0,11.0,4.0,8.0,9.0,5412.779885161141,3.25,4905.41845238095,39.0,5.0,7.0,28.0,35.0,7.0,15.0,48.0,51.0
2324,0.0,1988.0,2013-04-23,0.0,34640.0,111860.0,1.0,2.0,4.0,4,7.0,6.0,9.0,9.0,7.0,0.0,7.0,5.0,4.0,0.0,9.0,0.0,2.0,13.0,3.0,12.0,9.0,5107.56719322344,4.18181818181818,4861.027777777779,46.0,6.0,15.0,15.0,26.0,6.0,30.0,52.0,47.0
2325,0.0,1973.0,2010-05-09,0.0,42909.0,504.0,1.0,1.0,6.0,2,9.0,7.0,9.0,8.0,2.0,8.0,7.0,5.0,3.0,0.0,9.0,1.0,3.0,5.0,7.0,10.0,7.0,4852.084126984129,3.0,5426.71111111111,36.0,0.0,30.0,22.0,30.0,2.0,13.0,52.0,47.0
2326,0.0,1979.0,2006-04-24,0.0,48148.0,500.0,1.0,2.0,6.0,8,9.0,6.0,11.0,10.0,2.0,0.0,2.0,3.0,1.0,0.0,11.0,1.0,1.0,10.0,10.0,13.0,9.16666666666667,5470.5331800144295,3.3333333333333304,5143.795833333329,40.0,15.0,10.0,12.0,25.0,17.0,20.0,67.0,32.0
2327,0.0,1976.0,2014-07-02,0.0,39684.0,413288.0,2.0,3.0,1.0,3,4.0,7.0,10.0,5.0,3.0,5.0,11.0,4.0,5.0,0.0,12.0,0.0,3.0,10.0,2.0,14.0,7.91666666666667,4890.6425671550705,3.6666666666666696,4952.54259259259,33.0,6.0,24.0,15.0,21.0,6.0,27.0,51.0,48.0
2328,0.0,1979.0,2008-09-04,0.0,46516.0,500.0,2.0,2.0,2.0,8,9.0,9.0,10.0,7.0,3.0,6.0,8.0,4.0,5.0,0.0,8.0,0.0,3.0,8.0,4.0,12.0,8.0,5310.92996031746,3.75,5342.985416666671,45.0,6.0,17.0,26.0,20.0,8.0,20.0,64.0,35.0
2329,0.0,1977.0,2009-08-06,0.0,38286.0,713282.0,2.0,1.0,1.0,7,3.0,10.0,6.0,10.0,0.0,4.0,12.0,4.0,4.0,0.0,12.0,3.0,3.0,8.0,4.0,12.0,7.91666666666667,5010.16643518519,3.8333333333333304,3858.23125,46.0,13.0,21.0,13.0,19.0,6.0,26.0,43.0,56.0
2330,0.0,1988.0,2008-06-09,0.0,34594.0,504264.0,1.0,4.0,2.0,12,9.0,8.0,13.0,5.0,2.0,3.0,5.0,2.0,6.0,1.0,11.0,3.0,2.0,6.0,8.0,15.0,8.25,5531.32186424686,3.90909090909091,5057.51616161616,43.0,11.0,11.0,25.0,16.0,18.0,16.0,41.0,58.0
2331,0.0,1985.0,2008-10-12,0.0,44707.0,138274.0,2.0,2.0,2.0,8,6.0,7.0,8.0,7.0,4.0,8.0,8.0,3.0,5.0,0.0,13.0,0.0,0.0,7.0,8.0,6.0,7.41666666666667,5272.20379019129,2.25,5848.1111111111095,27.0,3.0,14.0,11.0,18.0,18.0,33.0,62.0,37.0
2332,0.0,1978.0,2007-10-06,0.0,39656.0,1106048.0,2.0,1.0,1.0,11,6.0,7.0,8.0,7.0,2.0,5.0,5.0,2.0,7.0,0.0,7.0,0.0,4.0,8.0,7.0,19.0,7.75,6515.07010582011,3.54545454545455,4346.0090909090895,39.0,5.0,15.0,15.0,20.0,12.0,30.0,51.0,48.0
2333,0.0,1980.0,2009-03-01,1.0,40974.0,500.0,1.0,4.0,3.0,11,11.0,3.0,9.0,5.0,6.0,5.0,6.0,6.0,7.0,0.0,5.0,1.0,0.0,15.0,3.0,10.0,6.33333333333333,6121.052380952379,3.18181818181818,4971.52510822511,35.0,14.0,17.0,22.0,11.0,8.0,25.0,42.0,57.0
2334,0.0,1972.0,2011-08-02,0.0,48079.0,266726.0,1.0,4.0,6.0,6,5.0,4.0,7.0,5.0,4.0,7.0,9.0,3.0,3.0,1.0,12.0,0.0,1.0,10.0,10.0,12.0,7.58333333333333,5966.6646545584,3.3636363636363598,4035.1865800865794,37.0,10.0,18.0,8.0,35.0,18.0,8.0,54.0,45.0
2335,0.0,1982.0,2006-12-01,1.0,49375.0,160731.0,2.0,3.0,6.0,12,11.0,8.0,10.0,7.0,2.0,3.0,5.0,2.0,8.0,0.0,9.0,1.0,0.0,11.0,4.0,10.0,9.25,5322.90538119288,3.9,4793.80416666667,39.0,7.0,33.0,12.0,12.0,7.0,25.0,56.0,43.0
2336,0.0,1988.0,2009-09-21,2.0,45719.0,500.0,1.0,4.0,4.0,1,6.0,5.0,13.0,9.0,1.0,6.0,6.0,3.0,4.0,0.0,7.0,3.0,1.0,13.0,5.0,12.0,7.58333333333333,5010.74283910534,2.5833333333333304,5730.70833333333,31.0,19.0,22.0,19.0,9.0,9.0,19.0,45.0,54.0
2337,0.0,1983.0,2008-07-27,0.0,44422.0,634932.0,1.0,2.0,3.0,9,9.0,9.0,2.0,6.0,3.0,6.0,9.0,6.0,5.0,0.0,8.0,0.0,2.0,10.0,5.0,12.0,9.33333333333333,5425.87999361749,3.0,5220.50303030303,33.0,12.0,15.0,18.0,24.0,6.0,24.0,48.0,51.0
2338,0.0,1971.0,2009-06-22,1.0,40139.0,500.0,2.0,2.0,5.0,5,10.0,9.0,7.0,7.0,6.0,6.0,4.0,4.0,7.0,1.0,7.0,1.0,2.0,8.0,4.0,9.0,6.83333333333333,5395.040169552671,2.5833333333333304,6231.718055555561,31.0,9.0,25.0,19.0,19.0,9.0,16.0,29.0,70.0
2339,0.0,1977.0,2010-11-21,1.0,46149.0,500.0,2.0,1.0,4.0,7,8.0,12.0,10.0,8.0,4.0,5.0,6.0,2.0,2.0,0.0,8.0,1.0,4.0,7.0,3.0,13.0,7.58333333333333,4821.43068181818,3.5,4205.479166666671,42.0,19.0,23.0,14.0,16.0,11.0,14.0,50.0,50.0
2340,0.0,1984.0,2012-03-05,3.0,43812.0,521593.0,2.0,3.0,4.0,4,6.0,7.0,8.0,5.0,6.0,6.0,7.0,2.0,4.0,0.0,11.0,0.0,2.0,7.0,6.0,12.0,8.66666666666667,5090.46861471862,3.90909090909091,4754.54242424242,43.0,6.0,9.0,30.0,18.0,9.0,25.0,37.0,62.0
2341,0.0,1973.0,2004-09-06,0.0,43934.0,500.0,1.0,2.0,2.0,3,8.0,3.0,10.0,12.0,3.0,2.0,6.0,1.0,4.0,0.0,10.0,0.0,3.0,14.0,2.0,17.0,7.83333333333333,5612.4461038961,4.27272727272727,4975.4803030303,47.0,8.0,14.0,21.0,17.0,14.0,23.0,53.0,46.0
2342,0.0,1984.0,2006-02-20,2.0,46701.0,637008.0,2.0,4.0,4.0,5,8.0,3.0,8.0,4.0,3.0,2.0,21.0,7.0,3.0,2.0,6.0,1.0,3.0,8.0,5.0,8.0,7.5,5727.660293410289,2.5,5424.841666666671,25.0,8.0,16.0,40.0,8.0,8.0,20.0,60.0,40.0
2343,0.0,1979.0,2011-12-14,0.0,45585.0,500.0,1.0,2.0,5.0,8,6.0,5.0,12.0,9.0,2.0,6.0,8.0,7.0,3.0,0.0,7.0,1.0,0.0,8.0,7.0,11.0,9.25,4638.70359848485,3.4166666666666696,4782.9365740740795,41.0,12.0,21.0,24.0,7.0,12.0,21.0,43.0,56.0
2344,0.0,1977.0,2009-08-11,0.0,37701.0,359910.0,2.0,1.0,3.0,7,7.0,5.0,9.0,5.0,1.0,6.0,9.0,2.0,8.0,0.0,12.0,1.0,2.0,7.0,5.0,15.0,7.83333333333333,5254.40677609428,3.18181818181818,7132.151515151509,35.0,2.0,20.0,20.0,31.0,8.0,17.0,48.0,51.0
2345,0.0,1978.0,2011-10-07,0.0,42506.0,267297.0,2.0,2.0,4.0,4,7.0,10.0,12.0,7.0,4.0,5.0,6.0,5.0,7.0,0.0,9.0,1.0,1.0,9.0,2.0,10.0,7.91666666666667,4976.777632090129,3.4166666666666696,4372.70992063492,41.0,17.0,24.0,9.0,17.0,12.0,19.0,51.0,48.0
2346,0.0,1982.0,2009-04-29,0.0,39177.0,623694.0,2.0,3.0,6.0,8,5.0,6.0,14.0,6.0,1.0,4.0,15.0,4.0,4.0,0.0,9.0,0.0,2.0,12.0,4.0,6.0,9.66666666666667,5574.95617914901,3.90909090909091,5086.665367965371,43.0,4.0,23.0,18.0,23.0,6.0,23.0,48.0,51.0
2347,0.0,1981.0,2012-07-05,0.0,40695.0,463620.0,1.0,4.0,5.0,1,4.0,10.0,13.0,6.0,1.0,6.0,6.0,8.0,3.0,0.0,10.0,0.0,1.0,12.0,11.0,7.0,8.16666666666667,5675.5634711149405,3.4166666666666696,5311.283333333329,41.0,4.0,26.0,19.0,19.0,4.0,24.0,48.0,51.0
2348,0.0,1974.0,2007-06-29,1.0,47321.0,500.0,2.0,3.0,1.0,2,10.0,8.0,10.0,7.0,2.0,4.0,9.0,2.0,4.0,0.0,12.0,0.0,2.0,8.0,1.0,13.0,6.83333333333333,5180.90896164021,2.8333333333333304,6388.244444444449,34.0,5.0,32.0,11.0,26.0,11.0,11.0,58.0,41.0
2349,0.0,1991.0,2006-12-11,0.0,49275.0,500.0,2.0,2.0,3.0,2,10.0,12.0,9.0,10.0,1.0,4.0,6.0,6.0,3.0,0.0,7.0,2.0,6.0,5.0,7.0,4.0,7.33333333333333,5176.99910714286,2.90909090909091,4985.721212121211,32.0,6.0,21.0,18.0,18.0,12.0,21.0,46.0,53.0
2350,0.0,1985.0,2008-02-14,0.0,44103.0,293163.0,1.0,1.0,4.0,5,11.0,3.0,6.0,11.0,2.0,5.0,9.0,2.0,3.0,0.0,4.0,2.0,2.0,21.0,4.0,11.0,7.91666666666667,5853.495011932509,3.45454545454545,4032.6168831168798,38.0,18.0,23.0,18.0,13.0,5.0,21.0,47.0,52.0
2351,0.0,1976.0,2011-10-02,1.0,42499.0,469802.0,2.0,4.0,4.0,5,8.0,4.0,11.0,6.0,2.0,3.0,10.0,2.0,6.0,0.0,10.0,0.0,2.0,12.0,3.0,14.0,10.0833333333333,5396.9963924963895,3.4166666666666696,6173.34623015873,41.0,12.0,39.0,14.0,9.0,9.0,14.0,56.0,43.0
2352,0.0,1982.0,2006-03-01,1.0,37757.0,412461.0,1.0,3.0,5.0,8,5.0,10.0,7.0,9.0,4.0,5.0,8.0,3.0,4.0,0.0,13.0,3.0,2.0,13.0,7.0,7.0,8.33333333333333,5810.24656084656,3.2,5540.06833333333,32.0,9.0,18.0,18.0,9.0,15.0,28.0,50.0,50.0
2353,0.0,1989.0,2013-08-06,1.0,46466.0,416154.0,1.0,3.0,5.0,3,8.0,9.0,3.0,3.0,7.0,4.0,12.0,3.0,4.0,0.0,7.0,0.0,3.0,15.0,4.0,10.0,6.91666666666667,5454.9343524531,3.0833333333333304,6592.38472222222,37.0,2.0,21.0,18.0,18.0,8.0,29.0,45.0,54.0
2354,0.0,1973.0,2010-08-26,1.0,43006.0,500.0,1.0,3.0,3.0,7,3.0,9.0,10.0,9.0,0.0,3.0,7.0,4.0,7.0,0.0,14.0,0.0,5.0,13.0,6.0,7.0,8.08333333333333,5853.499398749399,3.9166666666666696,5740.80092592593,47.0,0.0,21.0,17.0,25.0,8.0,27.0,57.0,42.0
2355,0.0,1985.0,2008-09-02,0.0,43561.0,500.0,1.0,3.0,3.0,9,6.0,4.0,9.0,12.0,2.0,4.0,10.0,5.0,2.0,0.0,11.0,2.0,2.0,13.0,6.0,9.0,8.08333333333333,5059.3484994172495,3.75,4948.76984126984,45.0,4.0,22.0,17.0,20.0,15.0,20.0,53.0,46.0
2356,0.0,1982.0,2007-09-01,1.0,47259.0,549749.0,2.0,3.0,3.0,4,10.0,6.0,7.0,7.0,8.0,2.0,7.0,3.0,4.0,1.0,12.0,2.0,3.0,7.0,4.0,10.0,6.91666666666667,5602.811177248679,4.18181818181818,6089.856060606059,46.0,17.0,26.0,19.0,19.0,10.0,6.0,54.0,45.0
2357,0.0,1973.0,2008-02-29,0.0,39703.0,500.0,1.0,1.0,2.0,11,7.0,8.0,8.0,11.0,1.0,2.0,6.0,5.0,2.0,0.0,13.0,0.0,2.0,8.0,8.0,10.0,8.83333333333333,5274.6040494228,2.8333333333333304,4211.56944444445,34.0,11.0,23.0,23.0,14.0,5.0,20.0,38.0,61.0
