ip_id,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cc_avg_freq_month,cc_avg_amt_month
5496,2.916666667,4393.345833,35,14,11,22,20,5,25,48,51,9,4,9,2,2,5,8,3,3,0,13,1,0,12,5,12,8.583333333,5043.745461
5497,3.272727273,4590.232684,36,16,13,27,19,8,13,33,66,8,3,7,9,5,4,9,4,3,0,13,0,5,10,4,10,9.083333333,5477.198203
5498,3.5,5893.638294,42,7,11,16,14,14,35,38,61,9,5,14,7,5,1,7,4,5,0,5,2,3,8,4,19,8.166666667,5249.38672
5499,3,5050.075,36,13,22,16,25,16,5,55,44,7,6,4,11,2,2,13,9,5,2,6,0,2,13,7,6,7.916666667,4875.922454
55,3.454545455,5179.959957,38,7,21,23,23,13,10,71,28,10,5,10,10,7,8,3,3,2,0,10,1,1,13,4,8,7.5,5056.75947
550,2,4309.966667,20,15,25,15,15,0,30,40,60,10,7,8,6,2,6,9,7,5,0,12,2,0,12,6,7,8.25,4417.403372
5500,4.272727273,5440.963636,47,4,21,19,27,14,12,59,40,12,7,7,7,7,4,12,6,3,0,9,1,1,10,2,7,7.916666667,5194.656386
5501,2.7,5038.583333,27,11,18,22,33,3,11,48,51,8,9,8,3,5,4,7,1,2,0,10,0,5,11,6,13,8.916666667,4930.707615
5502,3.454545455,4328.887879,38,5,10,15,28,5,34,47,52,2,8,5,15,5,5,8,5,4,1,14,1,4,12,5,5,8.25,4832.670551
5503,2.363636364,4316.348485,26,3,23,15,15,30,11,53,46,7,7,14,7,1,6,7,3,1,2,13,1,3,7,4,11,7.666666667,5205.016997
5504,3,3981.556818,33,12,18,12,30,9,18,51,48,7,4,8,11,3,4,12,5,2,0,7,4,1,9,8,9,7.833333333,5053.802116
5505,3.25,6512.686806,39,7,20,20,23,7,20,43,56,4,5,13,4,1,2,13,3,4,0,7,0,1,11,7,11,8.5,5647.021026
5506,3.75,5412.938889,45,11,22,13,20,11,22,48,51,6,12,6,9,4,4,5,8,3,0,11,3,3,14,1,6,7.916666667,5819.051653
5507,3.090909091,4802.924242,34,14,17,14,20,11,20,41,58,9,4,11,12,3,2,9,5,3,0,9,2,6,8,3,8,7.833333333,5161.664451
5508,3.2,5484.578333,32,15,9,34,12,6,21,46,53,10,7,9,6,5,3,7,6,6,0,13,1,2,10,6,5,8,5421.157376
5509,4.181818182,5229.015152,46,8,19,19,19,6,26,50,50,8,6,12,8,2,3,3,8,3,0,13,0,0,12,5,11,7.833333333,4658.51464
551,3,4744.223611,36,11,11,22,25,22,8,58,41,6,11,13,6,2,4,11,4,3,0,7,1,1,11,3,11,7.833333333,4762.850323
5510,4.083333333,5032.333333,49,6,16,22,30,16,8,61,38,6,1,11,10,10,3,10,0,3,0,10,0,5,7,5,12,7.75,5748.216468
5511,2.916666667,3380.075,35,11,22,8,25,11,20,62,37,9,1,9,8,6,4,9,5,4,0,7,2,2,13,4,10,7.666666667,4403.439815
5512,2.909090909,4503.587879,32,9,15,18,15,15,25,56,43,14,6,8,11,1,0,8,10,1,0,6,1,2,6,7,13,7.5,4870.449179
5513,3.909090909,6236.643723,43,6,32,20,13,6,18,44,55,8,6,8,9,4,0,9,6,3,1,9,0,4,15,4,11,8.083333333,4227.584303
5514,2.909090909,6173.467532,32,6,25,21,28,0,18,53,46,2,9,9,9,5,3,5,2,0,0,10,1,5,14,1,12,8.5,4997.8029
5515,2.75,6317.655556,33,12,18,33,9,9,18,42,57,6,4,9,7,7,2,12,9,0,1,9,0,3,10,2,11,9,5042.269265
5516,2.909090909,5471.19697,32,18,9,12,28,9,21,56,43,12,6,13,5,9,3,8,5,2,0,8,0,0,8,1,12,9,5109.365355
5517,2.916666667,6430.083333,35,11,28,25,20,11,2,37,62,7,7,2,5,0,4,5,3,3,0,9,1,2,16,7,15,8.416666667,4965.714166
5518,3.909090909,4948.430519,43,9,16,23,18,13,18,48,51,5,4,6,9,3,2,8,3,5,0,7,4,6,16,8,6,7.583333333,5126.368269
5519,3.1,6286.708333,31,12,29,16,16,6,19,51,48,4,8,5,3,2,3,14,10,5,0,12,0,1,8,7,11,7.083333333,4967.018203
552,4.166666667,5862.918056,50,14,20,22,20,14,10,62,38,8,9,10,10,3,2,5,4,9,0,9,1,1,9,8,6,7.166666667,5066.102043
5520,3.333333333,5579.820437,40,12,12,10,25,17,22,52,47,6,8,13,5,3,5,4,7,4,0,11,0,1,13,6,5,9,4678.218463
5521,3.909090909,5622.166667,43,11,18,23,9,13,23,51,48,4,13,12,6,4,4,10,5,10,0,7,0,1,4,4,10,7.416666667,4921.776427
5522,2.25,6052.295833,27,3,29,22,14,11,18,70,29,3,8,9,11,4,6,10,7,5,0,13,0,0,3,8,6,8.916666667,5393.478602
5523,2.833333333,5233.631944,34,14,17,26,14,5,20,47,52,6,7,3,14,2,3,7,8,3,0,10,1,1,10,12,5,6.5,4709.735955
5524,3.166666667,4228.5,38,10,26,23,18,13,7,52,47,6,11,10,6,2,6,11,1,5,0,9,1,4,11,3,9,7.916666667,4668.129431
5525,2.5,4050.877778,30,10,23,16,20,16,13,56,43,8,8,9,6,1,6,9,5,3,0,9,2,3,14,7,8,8.166666667,6084.45119
5526,3.2,4593.761667,32,9,15,18,18,28,9,68,31,4,6,13,5,3,4,6,5,5,0,8,0,4,14,4,13,7.833333333,4806.700677
5527,3.363636364,4157.727273,37,8,21,21,21,10,16,59,40,9,9,13,7,2,1,4,5,5,0,8,0,0,12,7,10,9.333333333,4861.857245
5528,2.5,5340.236111,30,6,13,33,6,6,33,63,36,9,10,9,12,1,5,4,3,3,1,14,0,0,13,4,8,8,5144.422057
5529,2.636363636,5299.840909,29,20,17,3,24,6,27,31,68,8,12,9,8,1,1,5,8,4,0,8,0,4,13,5,12,8.166666667,5100.410844
553,3.5,4747.499008,42,2,9,16,30,9,30,54,45,9,7,14,7,2,6,9,2,8,0,8,0,0,6,3,12,6.75,5327.417866
5530,3.083333333,5546.833333,37,13,24,16,24,2,18,48,51,10,5,10,5,2,1,11,3,5,0,9,0,2,11,5,10,9.166666667,4768.362396
5531,3.5,4561.663194,42,7,16,16,28,7,23,50,50,7,6,16,9,1,5,6,6,2,0,12,1,2,12,6,9,8.333333333,4617.547454
5532,3.555555556,6704.066138,32,21,12,21,18,3,21,40,59,4,9,5,9,4,8,14,2,4,0,9,0,1,7,6,13,7.916666667,6005.863657
5533,3,5286.438095,30,3,20,16,23,10,26,30,70,4,8,7,10,3,1,5,4,0,0,6,1,3,13,8,20,7.416666667,4867.603042
5534,3.454545455,5864.509091,38,10,26,10,23,5,23,36,63,7,13,11,5,5,5,8,4,7,0,6,1,4,7,4,9,8,5088.44972
5535,3.636363636,5372.025108,40,15,20,20,17,10,17,55,45,7,12,6,7,1,1,6,9,4,1,11,2,2,14,1,9,6.75,5080.715079
5536,3.25,5663.993056,39,5,35,15,17,10,15,61,38,8,8,13,3,2,3,13,2,3,1,9,1,2,9,3,11,6.75,4779.855598
5537,4,4445.885185,36,16,8,13,25,11,25,58,41,5,5,10,7,6,5,9,4,7,0,8,0,3,8,7,12,8,5684.653648
5538,4.083333333,5122.760119,49,10,16,16,22,14,20,53,46,6,6,8,6,2,4,3,6,7,0,16,2,0,16,7,7,8,5737.572954
5539,3.545454545,4648.816667,39,10,12,12,23,12,28,48,51,7,4,14,7,3,4,17,0,7,0,8,1,0,7,7,7,6.75,5119.118434
554,3.6,4515.4,36,11,13,27,27,11,8,41,58,9,9,8,9,0,2,8,5,3,0,9,3,0,6,8,12,9,4850.343522
5540,3,6622.523148,36,11,25,8,19,13,22,61,38,7,8,11,4,2,3,14,10,5,1,11,0,1,5,3,8,7.416666667,5495.200364
5541,2.833333333,5408.879167,34,8,17,32,11,2,26,52,47,7,6,12,7,2,1,16,3,3,0,10,0,2,15,2,8,6.916666667,5785.648088
5542,3,5750.1375,36,11,22,19,22,5,19,44,55,7,5,5,8,1,6,12,4,2,0,11,2,2,6,7,14,9.666666667,4566.349939
5543,3.5,5837.867857,35,11,17,17,20,8,25,57,42,6,10,6,12,1,4,6,3,4,0,9,1,3,13,4,12,7.583333333,5941.479904
5544,4.272727273,4205.870779,47,10,21,14,17,14,21,51,48,4,10,8,12,3,6,9,4,6,0,7,0,3,7,6,8,6.833333333,5859.364977
5545,4.090909091,4618.55303,45,17,20,15,13,13,20,48,51,5,12,10,11,0,6,5,4,6,0,10,0,0,7,3,8,8.5,5471.556968
5546,3.363636364,6071.556061,37,5,13,24,18,10,27,51,48,7,8,9,7,3,6,10,4,3,0,8,1,2,11,7,12,8.166666667,4655.594132
5547,3.833333333,5162.144444,46,8,17,34,15,8,15,56,43,6,4,7,10,7,4,9,10,2,0,8,1,7,6,3,11,7.916666667,4617.098143
5548,3.909090909,4552.708225,43,11,20,20,18,11,16,37,62,9,6,6,8,6,3,3,3,5,1,11,1,4,10,6,10,7.25,5571.310162
5549,3.181818182,3943.193182,35,8,8,20,20,28,14,48,51,8,6,9,9,5,6,6,9,2,0,2,0,2,10,5,13,6.166666667,4395.659028
555,3.5,4377.375,42,14,23,30,21,2,7,42,57,2,10,17,6,2,6,9,4,2,0,10,2,3,10,5,7,7.833333333,5216.532492
5550,3.583333333,4510.131151,43,9,25,11,13,16,23,67,32,10,8,4,8,6,4,11,5,6,0,8,0,3,9,7,5,9.166666667,5228.174327
5551,3.166666667,5299.114583,38,7,26,10,26,10,18,55,44,9,8,12,5,5,6,6,7,5,0,7,1,2,10,2,10,7.916666667,5548.260946
5552,2.666666667,5606.586111,32,6,21,21,25,12,12,50,50,4,5,8,8,6,4,11,4,3,0,6,1,1,13,6,13,7.75,4810.634376
5553,2.5,4344.0625,30,13,30,16,10,13,16,63,36,9,5,9,7,3,5,7,8,6,0,11,1,2,6,4,10,7.75,5586.565837
5554,3.818181818,5280.127273,42,9,11,26,23,7,21,47,52,5,8,10,13,2,4,10,7,3,0,10,1,1,8,7,9,8.166666667,5455.846662
5555,3.333333333,5886.248611,40,7,15,25,27,2,22,52,47,8,6,8,9,8,2,11,7,1,0,8,0,1,13,4,10,8,5731.149063
5556,3,4244.282468,33,9,12,18,24,9,27,57,42,11,7,14,5,3,2,6,8,3,0,10,2,2,9,7,10,8.25,5919.334491
5557,4.083333333,5671.754167,49,14,20,16,20,14,14,59,40,9,7,8,9,2,2,9,3,1,1,6,0,0,18,6,14,6.916666667,5157.595437
5558,2.454545455,2952.242424,27,18,25,25,22,0,7,37,62,8,3,11,7,2,7,6,7,2,0,9,2,0,15,3,11,7.666666667,4337.12037
5559,2.666666667,4051.176389,32,9,18,15,25,18,12,56,43,8,6,11,4,4,4,7,1,2,0,6,0,7,14,5,7,8.416666667,5896.980649
556,3.166666667,6247.127778,38,2,28,26,10,10,21,55,44,7,2,7,9,6,6,8,3,0,0,11,0,4,15,5,11,7.75,5493.102282
5560,3.583333333,5397.519444,43,13,18,20,27,9,9,51,48,11,9,9,7,0,4,9,8,1,0,9,0,2,9,5,10,9.25,4459.176704
5561,3.363636364,4603.575758,37,5,18,13,16,16,29,51,48,4,9,7,9,3,3,5,2,7,0,10,0,2,12,8,12,7.083333333,5046.116005
5562,2.416666667,4489.154167,29,10,13,27,6,10,31,44,55,7,7,7,5,3,4,18,4,6,0,6,0,2,7,9,7,7.583333333,5473.179563
5563,3.909090909,6309.437554,43,9,30,16,9,16,18,51,48,9,9,5,8,1,8,7,5,1,0,6,0,0,14,7,11,8.916666667,5664.334476
5564,3.636363636,6644.87684,40,7,25,20,35,5,7,70,30,5,10,8,6,5,3,10,5,4,0,7,0,2,17,2,11,10,5133.27183
5565,3.916666667,4610.015476,47,8,31,17,12,17,12,44,55,6,11,5,8,2,6,6,5,7,0,11,1,3,8,4,10,7.75,4972.606175
5566,4.090909091,4808.718615,45,8,28,20,24,4,13,48,51,8,5,14,7,3,7,12,5,2,1,4,0,4,8,4,7,9,5252.460302
5567,4.181818182,5498.140404,46,6,23,26,10,8,23,45,54,4,9,4,13,0,1,8,6,4,0,10,0,5,10,5,10,8.583333333,5340.768992
5568,2.8,6509.436667,28,14,14,17,28,3,21,35,64,10,9,12,8,3,3,10,5,2,0,8,2,1,8,4,9,7.166666667,5414.811739
5569,2.916666667,5288.065278,35,5,25,20,14,8,25,60,40,12,6,14,8,2,5,7,1,3,0,10,0,3,8,7,7,7.583333333,4693.172294
557,3.181818182,4123.659091,35,17,22,11,17,11,20,60,40,6,5,11,5,3,8,3,6,5,0,10,1,4,7,8,10,7.416666667,5259.313856
5570,3.333333333,5004.286111,40,7,25,22,20,10,15,52,47,4,6,9,8,1,5,7,4,2,0,6,0,2,10,8,16,8.666666667,5150.47732
5571,2.833333333,4536.829167,34,2,26,26,20,11,11,70,29,11,11,12,8,3,6,8,4,1,0,7,2,3,9,6,6,8.083333333,5739.206316
5572,2.9,4644.813333,29,13,31,17,10,6,20,48,51,9,6,7,7,3,8,9,4,5,0,9,2,3,8,7,11,8.166666667,4480.379152
5573,3.5,4625.128472,42,7,28,11,11,14,26,57,42,7,5,12,6,1,4,9,7,3,0,9,0,1,15,3,4,8.416666667,5129.070757
5574,3,5359.492424,33,12,3,21,27,12,24,69,30,4,7,5,10,0,7,7,12,7,0,11,3,1,12,3,10,8.25,4676.483871
5575,3.333333333,4153.148611,40,12,7,22,27,15,15,47,52,10,7,7,3,3,4,4,8,5,0,7,1,1,15,6,12,7.583333333,5442.486282
5576,2.583333333,5665.027778,31,9,16,12,19,16,25,58,41,9,6,9,4,4,4,6,5,1,0,5,1,3,15,10,14,8,5546.971357
5577,3.454545455,6210.219697,38,7,28,21,23,5,13,60,39,3,8,10,10,5,7,6,3,2,0,10,2,0,14,5,8,9.666666667,5038.509199
5578,3.5,5347.704861,42,19,16,21,21,7,14,35,64,7,9,7,7,2,6,7,6,3,0,11,1,2,9,6,11,6.75,5512.939015
5579,4.090909091,6061.634848,45,8,24,20,20,6,20,55,44,7,8,11,4,2,5,4,6,6,0,9,0,0,11,6,10,8.583333333,4771.575744
558,3.25,4417.529762,39,7,7,25,30,7,20,51,48,8,7,8,4,4,5,14,4,6,0,8,1,4,9,7,8,8.083333333,4895.580345
5580,2.583333333,4428.777778,31,19,19,19,16,9,16,35,64,8,7,16,2,2,1,6,5,1,0,12,1,3,10,7,11,6.5,6255.218197
5581,4.3,5783.888333,43,9,18,16,16,9,30,48,51,4,5,17,5,4,4,7,2,7,1,10,0,1,14,5,6,7.333333333,5112.127381
5582,3.181818182,6278.628788,35,0,20,25,14,14,25,54,45,6,4,9,6,2,6,7,8,4,0,11,0,3,8,3,10,8.5,5580.015637
5583,3.416666667,4241.883333,41,17,21,17,9,19,14,58,41,4,5,13,8,2,2,6,8,1,0,5,0,4,10,3,17,8.583333333,5315.418495
5584,3.25,5559.71875,39,17,28,17,17,2,15,38,61,12,6,13,6,1,5,8,7,1,0,5,0,2,17,6,9,8.166666667,5084.157606
5585,2.909090909,4890.986364,32,9,25,21,21,12,9,43,56,9,6,6,8,6,2,9,1,8,0,11,0,1,9,4,12,6,4674.412566
5586,3.416666667,5325.759722,41,14,17,24,19,7,17,46,53,6,6,6,5,4,5,8,8,6,0,8,2,1,9,4,8,8.416666667,5201.52559
5587,4,6126.517063,48,8,12,25,20,12,20,43,56,7,8,13,8,2,5,7,4,5,0,11,1,2,9,5,6,7.666666667,5720.912103
5588,3.181818182,6340.42803,35,11,17,25,14,5,25,54,45,10,6,10,3,1,4,5,4,5,0,8,2,3,12,6,13,7.25,5446.469228
5589,3.583333333,3798.508333,43,9,16,23,20,16,13,55,44,6,9,13,7,1,2,8,4,5,0,8,0,2,8,2,10,9.181818182,5003.987024
559,3.090909091,5480.481818,34,2,11,26,35,14,8,50,50,5,11,10,7,5,3,7,3,4,0,9,2,2,11,7,7,7.083333333,4615.68578
5590,3.6,6457.669286,36,8,19,19,25,5,22,58,41,7,6,10,5,0,2,10,5,2,0,10,0,2,12,10,8,9.166666667,5448.90983
5591,2.833333333,3264.022222,34,8,20,8,23,14,23,50,50,7,3,14,9,4,1,2,9,10,0,9,0,2,8,4,10,6.916666667,5411.643155
5592,4.25,4642.768519,51,9,17,17,21,11,21,56,43,8,5,10,8,3,4,9,2,5,0,10,1,3,7,3,16,7.75,5125.664881
5593,3.25,6157.340278,39,23,12,12,15,15,20,46,53,7,6,11,6,2,4,8,3,1,0,9,0,1,14,6,9,8.5,5662.995944
5594,3.083333333,3670.468056,37,8,21,18,16,16,18,54,45,3,5,7,8,3,5,6,6,3,0,11,0,1,14,6,14,7.416666667,5734.475574
5595,4.545454545,4604.125758,50,8,24,12,26,8,22,66,34,7,5,9,8,2,3,8,8,1,0,11,0,0,15,9,7,9.083333333,4501.432531
5596,3.333333333,5552.183796,40,10,22,17,25,7,17,42,57,8,2,11,10,3,5,7,2,4,0,10,2,3,5,10,9,10.25,5111.948553
5597,4.090909091,6006.239394,45,20,20,20,11,11,17,53,46,7,4,10,7,6,3,8,8,4,0,7,2,0,14,3,13,8,5915.767983
5598,4.272727273,5123.084632,47,12,10,17,23,8,27,53,46,4,7,11,7,1,6,12,1,2,0,15,1,1,10,5,13,8,5537.974516
5599,3.5,4651.255,35,5,11,31,11,20,20,65,34,8,7,6,6,5,3,12,4,5,2,7,1,1,12,7,12,8.166666667,4803.315675
56,3.3,5396.866667,33,9,24,15,21,18,12,54,45,3,3,13,13,3,7,9,3,4,2,7,0,3,8,6,13,8.083333333,5923.897054
560,2.8,5091.916667,28,17,21,17,25,0,17,50,50,3,6,14,8,1,3,8,7,3,0,11,0,2,8,8,11,9.333333333,5202.456283
5600,2.363636364,4778.330303,26,0,30,23,15,7,23,57,42,7,6,7,8,1,3,10,7,7,0,5,0,4,7,11,8,8.833333333,4816.895455
5601,2.727272727,5128.651515,30,10,30,13,13,6,26,66,33,10,7,5,10,1,4,3,5,7,0,11,1,2,11,6,10,7.333333333,5284.926885
5602,3.083333333,4493.916204,37,5,21,18,18,10,24,56,43,8,5,12,3,1,2,12,7,1,1,11,1,3,12,6,10,7.5,5885.042578
5603,3.583333333,6146.249306,43,11,18,13,25,11,18,67,32,7,8,8,8,4,7,9,3,2,0,12,0,7,8,1,9,7.75,5463.486839
5604,2.25,5512.166667,27,11,14,18,22,11,22,48,51,7,2,10,6,1,5,9,5,2,0,10,1,5,10,7,13,6.333333333,4871.253009
5605,3.166666667,5047.856944,38,15,26,15,15,2,23,42,57,11,6,18,9,2,3,9,5,4,0,6,0,1,9,6,10,8.25,4514.16394
5606,3.636363636,4861.020563,40,15,27,12,17,12,15,42,57,2,10,5,6,0,3,13,1,7,0,11,0,5,9,3,16,9.166666667,4680.896567
5607,3.1,6121.891667,31,0,25,25,25,12,9,58,41,7,6,10,10,1,5,5,1,2,0,7,1,5,18,6,11,6.583333333,5254.90208
5608,3.636363636,4185.424242,40,2,17,15,30,10,25,62,37,1,4,7,8,6,3,8,8,7,0,9,0,4,10,2,11,8.583333333,5245.662225
5609,3.666666667,4983.009722,44,13,15,22,13,15,18,45,54,10,9,12,6,4,7,7,8,2,0,6,0,3,9,4,5,7.583333333,5442.97265
561,3.75,4885.03373,45,2,15,20,20,17,24,48,51,6,6,9,9,4,4,10,8,1,0,9,1,1,9,7,9,6.916666667,4934.39256
5610,2.636363636,4954.659091,29,13,31,24,3,3,24,41,58,8,4,8,9,6,2,9,6,3,0,10,0,2,13,6,8,7.25,5609.670526
5611,3.272727273,4603.209091,36,13,27,16,22,5,13,50,50,6,5,9,6,6,4,14,1,5,0,10,1,3,9,8,6,7.666666667,6374.452497
5612,3.833333333,5297.040575,46,10,21,10,23,17,15,63,36,5,5,9,11,3,2,15,8,4,0,3,0,0,8,5,9,8.416666667,5488.180835
5613,2.833333333,5255.888889,34,17,11,17,26,8,17,38,61,16,3,10,5,1,6,10,2,1,0,8,1,2,7,6,13,8.833333333,5505.720933
5614,2.583333333,6197.3125,31,9,25,16,12,9,25,54,45,9,4,5,13,1,4,6,9,1,0,11,1,1,10,10,8,10.41666667,4778.175731
5615,3.454545455,4702.842424,38,10,13,31,21,13,10,42,57,9,5,14,9,2,7,5,3,5,0,12,0,0,14,4,10,8.25,4975.409172
5616,3.25,6592.702778,39,10,20,20,23,12,12,61,38,8,6,4,4,2,10,6,2,4,0,6,2,1,16,8,13,7.416666667,5551.933189
5617,3.5,4588.1025,35,11,20,20,17,11,20,57,42,10,10,11,3,7,2,4,3,4,0,11,0,3,9,1,14,7,5022.690046
5618,4,4927.784632,44,11,11,22,11,13,29,59,40,10,15,11,7,3,2,10,3,6,1,10,1,0,8,2,6,6.666666667,5199.670668
5619,4.25,5215.905159,51,17,9,21,17,11,21,49,50,7,6,8,5,1,4,10,6,6,0,7,1,1,16,7,8,9.416666667,4901.130764
562,4.083333333,4385.446925,49,10,14,28,30,6,10,55,44,8,7,9,9,5,3,13,3,3,0,7,3,6,10,6,8,8.333333333,4874.392917
5620,3.454545455,5145.340909,38,18,10,21,15,7,26,42,57,13,9,9,7,3,3,9,3,1,0,14,1,3,5,7,5,6.333333333,4928.279001
5621,2.833333333,4936.4375,34,8,26,17,8,5,32,47,52,8,8,6,8,1,5,7,6,3,0,10,1,2,12,2,14,7.5,5360.995166
5622,2.75,4397.069444,33,6,42,9,21,3,18,57,42,8,8,6,12,5,2,9,4,6,0,9,3,1,12,5,9,8.25,4975.008123
5623,3.583333333,6412.767593,43,13,27,23,13,4,16,41,58,10,7,16,1,0,6,9,4,7,1,12,0,2,6,4,9,7.75,4934.580192
5624,3,5434.793939,33,6,24,21,24,6,18,48,51,6,9,9,7,3,2,9,6,2,0,8,1,1,19,4,9,7.833333333,5453.383945
5625,4.25,6209.134722,51,5,11,21,19,19,21,52,47,5,5,8,11,3,2,7,5,4,0,8,0,2,9,4,19,9.083333333,5383.818109
5626,3.090909091,5849.928571,34,8,17,23,14,11,23,52,47,11,4,13,11,2,1,8,5,3,0,9,0,2,13,7,6,7.916666667,5353.53373
5627,3.5,5980.570833,42,16,11,16,23,9,21,61,38,7,11,15,4,4,4,9,6,0,0,12,1,3,6,3,9,7.833333333,4779.999512
5628,3.181818182,5777.248485,35,8,28,17,20,5,20,60,40,6,8,13,7,3,3,5,6,5,1,13,2,1,8,3,10,7.666666667,5876.007285
5629,3.5,5733.672817,42,2,19,14,28,11,23,66,33,13,3,11,12,3,4,7,4,5,0,6,0,1,10,3,11,7.75,5247.290918
563,2.666666667,4638.201389,32,12,25,18,15,12,15,53,46,5,10,8,9,3,3,14,6,4,0,9,2,2,8,2,11,8,5198.149416
5630,3.181818182,4696.383333,35,8,22,20,20,8,20,54,45,6,8,3,8,3,3,6,3,4,0,20,1,1,13,3,10,7.166666667,4975.093399
5631,3.727272727,5078.964935,41,9,19,19,24,9,17,53,46,8,9,20,7,2,1,3,6,3,0,12,1,1,8,2,12,6.916666667,5369.210218
5632,3.25,5142.824405,39,10,15,10,20,15,28,69,30,4,4,11,8,5,3,6,3,4,1,17,2,2,2,4,16,7.166666667,5476.083604
5633,3.833333333,5773.352083,46,15,15,13,17,6,32,43,56,10,4,14,8,2,3,9,0,6,0,9,2,1,14,4,7,6.916666667,5517.828764
5634,2.333333333,5610.840278,28,10,10,25,14,14,25,39,60,5,4,12,3,3,2,9,2,5,0,8,0,1,10,9,15,8.5,5138.139187
5635,2.272727273,5522.681818,25,24,24,8,20,4,20,40,60,8,10,1,2,3,5,10,4,8,0,8,0,7,9,5,14,7.083333333,5564.30388
5636,2.75,4389.718056,33,9,15,21,18,3,33,51,48,8,7,6,3,4,5,10,3,3,0,15,0,2,9,5,9,8.583333333,6381.619349
5637,2.9,5862.715,29,10,24,10,31,10,13,31,68,4,6,15,6,0,4,7,5,5,0,15,0,1,8,2,15,9.416666667,5109.619904
5638,3.818181818,5464.860606,42,4,19,21,19,14,21,54,45,6,8,9,11,1,4,16,4,0,0,7,0,3,13,2,10,7.75,7117.920871
5639,3.416666667,5653.2875,41,12,17,21,24,7,17,51,48,6,8,13,10,1,1,7,7,4,0,13,2,2,11,3,6,7.666666667,5341.692109
564,2.727272727,5382.94697,30,10,26,23,10,13,16,50,50,11,9,15,4,2,4,4,8,0,0,10,1,1,7,5,8,8.75,5447.971257
5640,3.909090909,5246.834848,43,16,25,20,6,13,16,51,48,8,9,9,9,1,6,7,0,6,0,11,0,1,11,7,9,9.25,5460.009031
5641,3,6225.175758,33,18,12,24,12,9,24,42,57,10,10,9,8,1,3,7,6,3,0,7,1,0,9,6,12,9.5,5887.634068
5642,3.583333333,5439.629861,43,9,13,18,18,20,18,67,32,8,4,9,5,5,4,5,3,4,1,8,0,4,11,8,11,7,4730.117394
5643,2.818181818,5545.666667,31,9,22,22,22,3,19,41,58,5,8,9,6,6,4,10,4,7,0,7,2,1,6,4,14,7.666666667,4982.269907
5644,2.666666667,7212.027778,24,20,16,20,12,4,25,50,50,9,6,6,12,2,0,11,3,1,0,11,2,3,10,4,10,8.75,5149.820848
5645,3.545454545,4130.471212,39,7,15,20,30,10,15,56,43,4,5,11,4,4,4,8,8,3,0,10,1,5,10,8,5,7,5640.669505
5646,3.636363636,4997.243939,40,7,15,32,12,15,17,50,50,8,11,8,3,1,4,13,3,8,0,5,1,2,10,10,5,9,5901.964857
5647,2.909090909,4885.530303,32,12,21,18,18,12,15,50,50,6,6,7,6,3,3,11,6,6,0,8,0,1,11,4,14,7.416666667,5388.804497
5648,2.909090909,5113.44697,32,3,3,31,18,21,21,59,40,16,7,8,6,1,4,5,6,2,0,9,0,0,10,5,13,9.166666667,4858.316613
5649,2.916666667,5056.017361,35,11,5,25,25,11,20,60,40,10,7,11,5,6,5,9,4,3,0,6,0,3,16,3,9,8.083333333,5322.762263
565,3.181818182,5050.786364,35,2,20,34,20,17,5,60,40,4,15,9,7,1,2,5,7,5,0,11,0,1,11,4,10,7,5047.020211
5650,3.6,4530.123333,36,0,22,25,13,8,30,63,36,6,9,8,3,5,4,6,5,7,0,9,2,4,4,10,15,8.083333333,5313.375768
5651,3.416666667,4662.926091,41,9,26,12,17,12,21,53,46,2,10,8,8,1,7,10,5,2,0,10,0,2,9,7,7,8.583333333,5369.832555
5652,4,5056.220455,44,2,29,25,11,9,22,61,38,6,6,6,8,2,0,14,4,4,0,9,0,3,14,6,11,9.25,5221.468971
5653,3.75,5338.383333,45,13,24,13,13,17,17,55,44,5,6,13,10,1,7,13,5,4,0,3,1,3,7,4,10,7.333333333,5669.559464
5654,3.727272727,4893.262121,41,14,17,17,31,4,14,39,60,11,7,9,8,6,5,5,2,5,0,11,0,3,9,7,9,8.083333333,5329.11293
5655,3.4,5802.467857,34,8,20,20,32,5,11,41,58,3,5,10,7,1,2,10,7,3,1,16,0,4,9,8,13,8.25,4044.329034
5656,2.5,6325.972222,30,10,23,30,16,6,13,40,60,7,6,14,8,2,2,6,8,6,0,5,0,1,8,9,5,8.416666667,4683.928869
5657,3.272727273,5337.225108,36,11,16,16,27,8,19,47,52,8,7,15,2,5,7,7,4,2,0,4,1,2,10,8,10,7.416666667,5239.289281
5658,3.916666667,4511.952778,47,10,21,14,21,14,17,42,57,7,7,7,4,3,8,4,4,1,0,8,0,6,9,8,13,8.75,6148.123637
5659,3.916666667,5139.673115,47,10,23,12,27,12,12,57,42,7,4,10,7,3,4,12,5,8,0,10,0,2,13,2,9,8,5062.22338
566,3,4229.465909,33,6,21,15,21,9,27,48,51,14,6,10,12,0,3,10,6,3,0,7,2,2,4,2,12,6.833333333,5452.112401
5660,3.090909091,4854.460606,34,5,14,32,23,5,17,67,32,6,6,4,5,4,6,8,5,1,0,16,0,2,9,5,15,7.166666667,5912.064153
