ip_id,brth_yr,act_strt_dt,no_of_dpnd_chl,cis_income,crn_bal,gnd_cd,mar_st_cd,ctf_tp_cd,ocp_cd,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cc_avg_freq_month,cc_avg_amt_month,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR,label
3646,1977.0,2009-01-29,0.0,42388.0,500.0,1.0,4.0,6.0,8,11.0,7.0,5.0,6.0,0.0,5.0,9.0,6.0,4.0,0.0,8.0,1.0,9.0,10.0,7.0,8.0,8.0,5344.32142094017,3.7272727272727297,4190.95735930736,41.0,9.0,9.0,21.0,21.0,14.0,21.0,48.0,51.0,0.0
3647,1978.0,2008-06-09,0.0,39319.0,500.0,2.0,4.0,2.0,9,6.0,11.0,7.0,5.0,9.0,1.0,9.0,5.0,5.0,0.0,7.0,1.0,1.0,11.0,9.0,6.0,7.33333333333333,4451.69196428572,2.25,4582.409722222221,27.0,11.0,33.0,18.0,0.0,11.0,25.0,59.0,40.0,0.0
3648,1977.0,2008-09-27,0.0,37122.0,127622.0,1.0,4.0,3.0,6,7.0,3.0,10.0,4.0,2.0,5.0,14.0,6.0,3.0,0.0,8.0,0.0,3.0,9.0,9.0,9.0,7.58333333333333,5220.49282476783,3.7272727272727297,4234.73636363636,41.0,7.0,26.0,14.0,29.0,17.0,4.0,56.0,43.0,0.0
3649,1980.0,2005-06-18,1.0,42125.0,500.0,1.0,4.0,2.0,3,8.0,7.0,6.0,6.0,4.0,4.0,9.0,1.0,3.0,0.0,9.0,2.0,7.0,8.0,8.0,12.0,6.91666666666667,4656.45340909091,3.8333333333333304,5399.82361111111,46.0,15.0,13.0,19.0,23.0,4.0,23.0,43.0,56.0,0.0
3650,1980.0,2015-11-16,0.0,40612.0,500.0,1.0,2.0,4.0,4,6.0,6.0,8.0,4.0,2.0,7.0,9.0,4.0,4.0,0.0,14.0,1.0,3.0,7.0,8.0,10.0,6.91666666666667,5368.848478835979,4.81818181818182,6688.95454545455,53.0,7.0,13.0,20.0,28.0,16.0,13.0,62.0,37.0,0.0
3651,1975.0,2006-11-03,1.0,50669.0,500.0,1.0,4.0,1.0,3,5.0,7.0,12.0,8.0,0.0,4.0,11.0,9.0,2.0,0.0,8.0,3.0,2.0,13.0,2.0,13.0,8.25,4853.907629870129,3.2,2920.6880952381,32.0,6.0,25.0,34.0,18.0,3.0,12.0,43.0,56.0,0.0
3652,1979.0,2013-01-30,0.0,37541.0,395829.0,2.0,3.0,3.0,9,7.0,8.0,11.0,15.0,4.0,3.0,5.0,1.0,2.0,1.0,10.0,0.0,5.0,12.0,7.0,7.0,8.16666666666667,5537.0327813390295,3.18181818181818,3743.32359307359,35.0,17.0,25.0,17.0,25.0,2.0,11.0,34.0,65.0,0.0
3653,1979.0,2010-06-23,0.0,48256.0,500.0,1.0,2.0,2.0,4,1.0,4.0,11.0,9.0,0.0,5.0,9.0,2.0,1.0,0.0,15.0,0.0,6.0,11.0,6.0,13.0,6.0,4902.43287037037,3.5833333333333304,5140.73611111111,43.0,9.0,16.0,32.0,13.0,11.0,16.0,53.0,46.0,0.0
3654,1980.0,2011-04-12,0.0,49329.0,500.0,2.0,1.0,6.0,3,9.0,2.0,7.0,7.0,2.0,4.0,14.0,5.0,5.0,1.0,7.0,0.0,0.0,9.0,2.0,19.0,7.58333333333333,4901.9330808080795,4.72727272727273,6387.05194805195,52.0,9.0,13.0,23.0,28.0,7.0,17.0,40.0,59.0,0.0
3655,1980.0,2010-10-13,0.0,45737.0,500.0,1.0,3.0,3.0,11,8.0,10.0,12.0,8.0,1.0,7.0,6.0,4.0,1.0,0.0,8.0,0.0,0.0,12.0,3.0,7.0,8.41666666666667,5267.9857954545505,3.8,4555.07166666667,38.0,13.0,26.0,23.0,18.0,2.0,15.0,50.0,50.0,0.0
3656,1976.0,2015-04-12,0.0,38064.0,500.0,2.0,3.0,2.0,1,7.0,5.0,17.0,8.0,4.0,5.0,4.0,5.0,2.0,2.0,8.0,3.0,1.0,10.0,3.0,10.0,7.75,5337.848974867729,2.3636363636363598,6772.03787878788,26.0,11.0,26.0,15.0,11.0,7.0,26.0,53.0,46.0,0.0
3657,1981.0,2005-08-20,0.0,40479.0,19334.0,1.0,1.0,4.0,8,6.0,9.0,12.0,11.0,4.0,3.0,8.0,7.0,6.0,0.0,4.0,0.0,2.0,8.0,4.0,8.0,8.83333333333333,6018.10438635439,3.6666666666666696,5178.85277777778,44.0,11.0,13.0,13.0,22.0,4.0,34.0,50.0,50.0,0.0
3658,1971.0,2013-01-31,0.0,42241.0,500.0,1.0,1.0,5.0,12,14.0,4.0,5.0,8.0,3.0,7.0,11.0,3.0,4.0,0.0,7.0,0.0,3.0,12.0,4.0,8.0,7.08333333333333,5997.619708994711,3.6363636363636402,5117.3627705627705,40.0,5.0,27.0,22.0,15.0,15.0,15.0,57.0,42.0,0.0
3659,1988.0,2013-08-15,0.0,39743.0,500.0,1.0,4.0,4.0,1,9.0,4.0,11.0,12.0,2.0,5.0,9.0,4.0,3.0,0.0,4.0,2.0,4.0,10.0,4.0,8.0,8.83333333333333,4981.41801046176,3.1666666666666696,4555.016666666671,38.0,2.0,28.0,28.0,15.0,13.0,10.0,50.0,50.0,0.0
3660,1981.0,2012-05-22,0.0,42497.0,500.0,1.0,2.0,1.0,6,10.0,4.0,10.0,5.0,5.0,4.0,10.0,5.0,2.0,0.0,8.0,0.0,2.0,13.0,5.0,10.0,10.0,5473.19014922986,2.6666666666666696,4555.219444444439,32.0,6.0,28.0,31.0,21.0,6.0,6.0,59.0,40.0,0.0
3661,1976.0,2011-01-20,1.0,46778.0,49496.0,1.0,4.0,5.0,3,7.0,9.0,10.0,7.0,2.0,4.0,10.0,5.0,5.0,0.0,8.0,1.0,4.0,12.0,4.0,10.0,8.16666666666667,5131.63095654346,2.5833333333333304,5846.753472222221,31.0,19.0,19.0,25.0,6.0,12.0,16.0,41.0,58.0,0.0
3662,1973.0,2013-01-25,0.0,54654.0,500.0,1.0,2.0,5.0,6,10.0,8.0,11.0,4.0,6.0,6.0,2.0,3.0,5.0,0.0,12.0,1.0,2.0,15.0,5.0,6.0,8.0,5299.21379569505,2.3333333333333304,5112.080555555561,28.0,10.0,14.0,21.0,28.0,7.0,17.0,35.0,64.0,0.0
3663,1984.0,2011-07-17,1.0,36155.0,500.0,2.0,1.0,1.0,12,8.0,7.0,6.0,4.0,2.0,5.0,12.0,7.0,5.0,0.0,6.0,1.0,0.0,16.0,5.0,11.0,7.91666666666667,5242.37195258445,3.1666666666666696,5862.672420634921,38.0,0.0,15.0,31.0,31.0,2.0,18.0,52.0,47.0,0.0
3664,1977.0,2008-05-31,4.0,38560.0,500.0,1.0,2.0,4.0,8,4.0,4.0,11.0,9.0,4.0,5.0,6.0,1.0,7.0,1.0,16.0,0.0,4.0,13.0,6.0,8.0,8.25,4653.50842722093,3.3636363636363598,3858.4645021645,37.0,8.0,18.0,21.0,27.0,8.0,16.0,54.0,45.0,0.0
3665,1974.0,2010-06-08,0.0,42614.0,347891.0,1.0,4.0,6.0,7,9.0,4.0,10.0,10.0,0.0,7.0,9.0,0.0,7.0,0.0,10.0,2.0,2.0,9.0,3.0,9.0,8.75,4947.58753561254,2.8333333333333304,6183.409722222221,34.0,8.0,5.0,17.0,26.0,11.0,29.0,50.0,50.0,0.0
3666,1972.0,2009-10-29,0.0,47688.0,1132606.0,1.0,2.0,5.0,6,2.0,6.0,11.0,7.0,4.0,5.0,12.0,8.0,3.0,0.0,9.0,0.0,6.0,9.0,3.0,13.0,8.16666666666667,4680.95534759358,3.2727272727272703,5814.53766233766,36.0,11.0,30.0,8.0,11.0,13.0,25.0,41.0,58.0,0.0
3667,1977.0,2011-03-20,0.0,35750.0,2001486.0,1.0,2.0,2.0,9,10.0,8.0,9.0,6.0,2.0,7.0,6.0,2.0,9.0,0.0,8.0,1.0,3.0,9.0,3.0,11.0,7.83333333333333,6043.03245319495,3.25,6716.87301587302,39.0,0.0,30.0,15.0,23.0,10.0,20.0,35.0,64.0,0.0
3668,1983.0,2007-03-22,0.0,42523.0,825845.0,2.0,2.0,4.0,3,8.0,9.0,3.0,6.0,1.0,3.0,6.0,4.0,2.0,0.0,9.0,0.0,1.0,25.0,6.0,11.0,7.25,4947.860251322751,3.6666666666666696,5188.652777777779,44.0,6.0,22.0,22.0,13.0,6.0,27.0,45.0,54.0,0.0
3669,1985.0,2009-12-23,0.0,47551.0,500.0,2.0,2.0,6.0,3,5.0,8.0,10.0,7.0,2.0,0.0,14.0,6.0,3.0,1.0,10.0,0.0,1.0,13.0,11.0,6.0,8.08333333333333,5192.71427808303,3.1,5789.25666666667,31.0,16.0,9.0,22.0,12.0,12.0,25.0,54.0,45.0,0.0
3670,1975.0,2011-08-16,1.0,42020.0,500.0,2.0,4.0,3.0,7,4.0,11.0,13.0,7.0,2.0,1.0,5.0,7.0,2.0,0.0,9.0,1.0,3.0,15.0,6.0,10.0,8.0,4980.50125060125,3.0833333333333304,5848.12083333333,37.0,27.0,8.0,16.0,16.0,13.0,18.0,51.0,48.0,0.0
3671,1979.0,2012-12-16,0.0,43165.0,131721.0,2.0,3.0,5.0,6,5.0,6.0,9.0,10.0,5.0,6.0,5.0,4.0,3.0,0.0,11.0,3.0,3.0,14.0,2.0,13.0,8.25,5206.08775252525,2.8,5672.70833333333,28.0,3.0,42.0,10.0,17.0,7.0,17.0,64.0,35.0,0.0
3672,1981.0,2010-06-22,0.0,45312.0,677737.0,2.0,3.0,1.0,2,6.0,7.0,13.0,10.0,2.0,4.0,4.0,6.0,4.0,0.0,10.0,0.0,1.0,9.0,6.0,10.0,6.83333333333333,5305.741435185189,4.75,4421.071428571429,57.0,12.0,22.0,8.0,24.0,12.0,19.0,45.0,54.0,0.0
3673,1984.0,2011-12-03,0.0,49252.0,581726.0,1.0,3.0,3.0,3,6.0,5.0,11.0,7.0,1.0,4.0,3.0,5.0,6.0,0.0,10.0,2.0,0.0,12.0,8.0,14.0,7.83333333333333,5306.44566823427,3.1666666666666696,4747.21111111111,38.0,7.0,26.0,13.0,18.0,13.0,21.0,52.0,47.0,0.0
3674,1985.0,2008-10-26,0.0,35210.0,1157731.0,1.0,4.0,3.0,8,7.0,8.0,9.0,9.0,2.0,3.0,9.0,7.0,2.0,0.0,12.0,1.0,8.0,8.0,3.0,7.0,7.08333333333333,5062.79748677249,3.09090909090909,5264.77272727273,34.0,14.0,17.0,29.0,14.0,8.0,14.0,41.0,58.0,0.0
3675,1978.0,2013-09-07,0.0,39848.0,109437.0,2.0,4.0,6.0,9,6.0,7.0,4.0,10.0,2.0,5.0,12.0,7.0,3.0,1.0,6.0,4.0,2.0,10.0,6.0,7.0,7.41666666666667,6018.67749287749,4.41666666666667,5180.420833333329,53.0,7.0,16.0,18.0,18.0,18.0,18.0,64.0,35.0,0.0
3676,1970.0,2010-09-12,1.0,51203.0,212503.0,2.0,4.0,1.0,1,6.0,13.0,10.0,8.0,2.0,3.0,9.0,7.0,7.0,0.0,6.0,1.0,1.0,11.0,2.0,10.0,8.0,5298.597728333761,4.0,5936.763194444439,48.0,6.0,16.0,31.0,18.0,8.0,18.0,60.0,39.0,0.0
3677,1971.0,2007-02-18,0.0,46029.0,364074.0,2.0,3.0,1.0,1,8.0,6.0,7.0,7.0,1.0,6.0,4.0,4.0,2.0,1.0,8.0,0.0,6.0,18.0,8.0,9.0,7.83333333333333,5189.63815836941,3.1666666666666696,5027.00277777778,38.0,5.0,42.0,13.0,13.0,10.0,15.0,44.0,55.0,0.0
3678,1977.0,2014-12-05,0.0,46420.0,705448.0,1.0,3.0,6.0,11,8.0,7.0,4.0,7.0,5.0,4.0,6.0,4.0,2.0,0.0,4.0,0.0,1.0,14.0,2.0,24.0,7.41666666666667,5362.8668605699895,3.3,6462.3785714285705,33.0,15.0,15.0,18.0,36.0,3.0,12.0,45.0,54.0,0.0
3679,1982.0,2009-08-19,0.0,40676.0,153084.0,2.0,4.0,5.0,5,7.0,7.0,11.0,8.0,2.0,1.0,7.0,1.0,2.0,0.0,9.0,1.0,4.0,15.0,6.0,11.0,9.0,5802.7011476949,3.7,4911.2321428571395,37.0,10.0,18.0,13.0,21.0,10.0,24.0,40.0,59.0,0.0
3680,1996.0,2011-03-03,0.0,36452.0,52725.0,2.0,1.0,6.0,7,10.0,6.0,4.0,7.0,3.0,4.0,14.0,3.0,5.0,0.0,8.0,1.0,4.0,13.0,1.0,8.0,8.91666666666667,4991.141468253971,2.8333333333333304,4452.29325396825,34.0,20.0,20.0,26.0,11.0,8.0,11.0,50.0,50.0,0.0
3681,1982.0,2012-04-19,0.0,45431.0,500.0,2.0,1.0,1.0,11,5.0,6.0,14.0,7.0,4.0,7.0,5.0,2.0,3.0,0.0,13.0,0.0,3.0,14.0,3.0,9.0,7.91666666666667,5952.8255443630505,3.25,4891.44722222222,39.0,5.0,15.0,20.0,23.0,10.0,25.0,53.0,46.0,0.0
3682,1982.0,2014-07-27,2.0,48570.0,500.0,1.0,3.0,1.0,4,6.0,11.0,11.0,8.0,4.0,4.0,13.0,4.0,2.0,0.0,9.0,2.0,1.0,12.0,5.0,6.0,8.16666666666667,5450.53002645503,3.0,5402.266666666671,30.0,10.0,10.0,30.0,13.0,20.0,16.0,56.0,43.0,0.0
3683,1972.0,2007-09-22,0.0,45035.0,500.0,2.0,2.0,6.0,7,3.0,8.0,6.0,12.0,2.0,4.0,11.0,3.0,1.0,2.0,15.0,1.0,3.0,8.0,7.0,11.0,8.08333333333333,5410.60825517075,3.0833333333333304,6161.59384920635,37.0,13.0,16.0,24.0,21.0,8.0,16.0,48.0,51.0,0.0
3684,1976.0,2013-08-30,1.0,40226.0,500.0,2.0,3.0,1.0,2,8.0,8.0,13.0,4.0,6.0,2.0,9.0,6.0,3.0,0.0,8.0,1.0,2.0,12.0,3.0,8.0,6.83333333333333,6141.66067821068,3.45454545454545,5211.19696969697,38.0,10.0,26.0,18.0,15.0,10.0,18.0,42.0,57.0,0.0
3685,1969.0,2010-11-05,0.0,41326.0,500.0,1.0,3.0,3.0,5,7.0,3.0,9.0,9.0,1.0,3.0,12.0,2.0,5.0,0.0,10.0,1.0,5.0,10.0,1.0,10.0,8.66666666666667,5116.78417225476,2.9166666666666696,4647.277777777779,35.0,8.0,22.0,17.0,22.0,5.0,22.0,62.0,37.0,0.0
3686,1983.0,2005-03-11,1.0,43282.0,500.0,1.0,1.0,3.0,3,12.0,3.0,8.0,9.0,3.0,3.0,10.0,5.0,5.0,0.0,7.0,1.0,1.0,8.0,5.0,12.0,9.91666666666667,5913.083948586739,3.18181818181818,6345.357575757579,35.0,17.0,20.0,11.0,14.0,17.0,20.0,45.0,54.0,0.0
3687,1984.0,2013-03-16,0.0,50409.0,500.0,2.0,2.0,1.0,12,6.0,7.0,11.0,7.0,5.0,8.0,5.0,9.0,0.0,1.0,12.0,1.0,2.0,10.0,4.0,5.0,7.75,5046.54469419469,3.0833333333333304,5094.570634920639,37.0,8.0,27.0,10.0,16.0,5.0,32.0,56.0,43.0,0.0
3688,1978.0,2007-01-29,0.0,45549.0,500.0,2.0,1.0,3.0,5,7.0,7.0,12.0,7.0,2.0,4.0,14.0,4.0,7.0,0.0,4.0,0.0,4.0,12.0,3.0,7.0,6.91666666666667,4582.063005050511,4.454545454545451,5344.5794372294395,49.0,4.0,24.0,8.0,30.0,10.0,22.0,48.0,51.0,0.0
3689,1969.0,2009-02-16,0.0,46414.0,500.0,1.0,2.0,6.0,8,10.0,5.0,13.0,11.0,0.0,1.0,9.0,0.0,3.0,0.0,19.0,0.0,0.0,8.0,5.0,10.0,7.16666666666667,5598.2488095238095,3.9166666666666696,4894.55694444444,47.0,8.0,19.0,19.0,27.0,8.0,17.0,51.0,48.0,0.0
3690,1979.0,2015-08-06,0.0,45065.0,500.0,1.0,1.0,4.0,12,8.0,7.0,7.0,6.0,3.0,2.0,8.0,6.0,1.0,0.0,13.0,0.0,1.0,17.0,7.0,4.0,9.58333333333333,4550.622822547821,4.0,5264.1,44.0,6.0,20.0,11.0,29.0,15.0,15.0,61.0,38.0,0.0
3691,1976.0,2006-06-08,2.0,45549.0,161519.0,1.0,4.0,4.0,8,9.0,5.0,6.0,9.0,3.0,1.0,8.0,7.0,4.0,1.0,12.0,1.0,3.0,15.0,1.0,12.0,8.08333333333333,5358.37808482367,2.4166666666666696,4338.43055555556,29.0,6.0,24.0,10.0,20.0,10.0,27.0,55.0,44.0,0.0
3692,1982.0,2010-09-22,0.0,39880.0,939448.0,1.0,4.0,2.0,3,8.0,8.0,8.0,6.0,0.0,5.0,8.0,8.0,5.0,0.0,5.0,1.0,3.0,10.0,9.0,13.0,8.08333333333333,4740.234809403561,3.0,5266.027777777779,36.0,0.0,22.0,30.0,22.0,0.0,25.0,52.0,47.0,0.0
3693,1973.0,2009-10-09,1.0,39725.0,500.0,1.0,4.0,4.0,7,6.0,7.0,10.0,5.0,3.0,3.0,13.0,7.0,4.0,1.0,7.0,0.0,3.0,5.0,9.0,11.0,7.83333333333333,5073.63986823362,2.90909090909091,5641.55303030303,32.0,9.0,25.0,15.0,25.0,6.0,18.0,37.0,62.0,0.0
3694,1979.0,2012-08-29,0.0,46180.0,500.0,2.0,4.0,3.0,1,10.0,6.0,5.0,8.0,2.0,2.0,11.0,1.0,1.0,0.0,13.0,3.0,3.0,11.0,4.0,12.0,9.08333333333333,5804.43256188256,2.75,5791.25,33.0,9.0,24.0,18.0,21.0,9.0,18.0,51.0,48.0,0.0
3695,1974.0,2006-08-01,0.0,46117.0,500.0,1.0,2.0,4.0,8,8.0,7.0,12.0,10.0,2.0,3.0,4.0,6.0,2.0,0.0,10.0,0.0,0.0,13.0,5.0,12.0,7.58333333333333,4882.98940295815,2.81818181818182,5019.89393939394,31.0,12.0,6.0,19.0,22.0,9.0,29.0,51.0,48.0,0.0
3696,1971.0,2009-01-31,0.0,39508.0,500.0,1.0,2.0,5.0,8,8.0,8.0,11.0,8.0,1.0,6.0,11.0,4.0,3.0,0.0,8.0,0.0,2.0,12.0,5.0,13.0,8.33333333333333,5648.53421115921,3.4,5876.7416666666695,34.0,17.0,5.0,35.0,11.0,5.0,23.0,44.0,55.0,0.0
3697,1979.0,2007-09-12,0.0,44908.0,299451.0,2.0,2.0,3.0,8,1.0,6.0,12.0,9.0,6.0,4.0,8.0,1.0,1.0,0.0,13.0,0.0,2.0,12.0,1.0,20.0,6.25,5032.64283008658,3.3333333333333304,6866.739087301589,40.0,10.0,22.0,17.0,12.0,7.0,30.0,50.0,50.0,0.0
3698,1981.0,2009-09-06,0.0,43027.0,500.0,2.0,4.0,2.0,1,8.0,2.0,12.0,7.0,2.0,4.0,5.0,8.0,1.0,0.0,10.0,0.0,5.0,11.0,5.0,11.0,9.08333333333333,5125.06188071188,3.5,6277.67083333333,42.0,9.0,23.0,16.0,19.0,9.0,21.0,61.0,38.0,0.0
3699,1970.0,2010-12-25,0.0,46629.0,500.0,1.0,2.0,6.0,5,7.0,6.0,7.0,2.0,4.0,8.0,13.0,2.0,1.0,0.0,8.0,0.0,4.0,8.0,8.0,13.0,7.41666666666667,5830.0345959596,3.5,6225.429563492061,42.0,9.0,16.0,19.0,16.0,7.0,30.0,42.0,57.0,0.0
3700,1973.0,2010-08-05,0.0,43107.0,500.0,1.0,1.0,5.0,12,7.0,5.0,10.0,8.0,3.0,3.0,10.0,6.0,4.0,0.0,6.0,0.0,2.0,11.0,7.0,12.0,10.5833333333333,5472.87954059829,3.81818181818182,4233.67575757576,42.0,4.0,28.0,28.0,14.0,7.0,16.0,59.0,40.0,0.0
3701,1973.0,2010-07-13,1.0,46399.0,687593.0,2.0,4.0,3.0,9,11.0,5.0,10.0,3.0,3.0,7.0,13.0,7.0,2.0,0.0,7.0,1.0,2.0,10.0,3.0,8.0,6.58333333333333,5873.99123677249,3.90909090909091,4963.1696969696995,43.0,11.0,23.0,13.0,30.0,6.0,13.0,55.0,44.0,0.0
3702,1976.0,2011-03-25,0.0,45753.0,528754.0,2.0,1.0,1.0,1,5.0,5.0,6.0,7.0,3.0,3.0,8.0,6.0,7.0,0.0,9.0,0.0,1.0,15.0,2.0,11.0,8.5,5551.7496482684,3.0833333333333304,4507.62996031746,37.0,10.0,10.0,29.0,24.0,10.0,13.0,54.0,45.0,0.0
3703,1978.0,2011-04-11,0.0,39598.0,500.0,1.0,1.0,6.0,7,7.0,6.0,9.0,11.0,3.0,6.0,7.0,6.0,2.0,1.0,8.0,1.0,1.0,8.0,8.0,8.0,7.66666666666667,6143.10786019536,3.3636363636363598,5215.46212121212,37.0,10.0,21.0,13.0,24.0,18.0,10.0,59.0,40.0,0.0
3704,1985.0,2015-08-17,0.0,49563.0,606422.0,1.0,3.0,5.0,2,12.0,4.0,14.0,6.0,4.0,9.0,8.0,5.0,2.0,0.0,10.0,0.0,2.0,13.0,2.0,8.0,8.25,5777.583817340071,3.5833333333333304,5019.69861111111,43.0,9.0,13.0,16.0,20.0,6.0,32.0,58.0,41.0,0.0
3705,1982.0,2009-04-04,0.0,39161.0,516705.0,2.0,2.0,3.0,9,9.0,5.0,10.0,1.0,2.0,6.0,7.0,5.0,2.0,0.0,15.0,1.0,1.0,10.0,5.0,12.0,9.33333333333333,5767.82554945055,3.9166666666666696,5662.66157407407,47.0,8.0,17.0,19.0,27.0,8.0,19.0,55.0,44.0,0.0
3706,1976.0,2013-08-18,0.0,47286.0,149428.0,2.0,4.0,3.0,1,5.0,8.0,10.0,4.0,5.0,5.0,10.0,5.0,4.0,0.0,14.0,1.0,1.0,6.0,5.0,10.0,9.16666666666667,5184.918733465611,2.6666666666666696,4838.333333333329,32.0,12.0,31.0,12.0,9.0,21.0,12.0,50.0,50.0,0.0
3707,1977.0,2016-02-20,0.0,44552.0,500.0,2.0,2.0,3.0,4,13.0,6.0,6.0,6.0,2.0,2.0,8.0,4.0,6.0,0.0,11.0,1.0,3.0,13.0,4.0,10.0,7.91666666666667,5208.25049603175,4.36363636363636,5972.97067099567,48.0,6.0,18.0,25.0,22.0,6.0,20.0,43.0,56.0,0.0
3708,1981.0,2018-01-11,0.0,42159.0,169194.0,2.0,1.0,5.0,2,14.0,6.0,6.0,13.0,5.0,5.0,8.0,3.0,5.0,0.0,8.0,0.0,4.0,10.0,3.0,10.0,8.33333333333333,5062.10553936804,3.18181818181818,6885.606060606059,35.0,28.0,14.0,17.0,14.0,11.0,14.0,40.0,60.0,0.0
3709,1980.0,2008-02-27,0.0,47776.0,500.0,1.0,3.0,3.0,11,11.0,9.0,8.0,4.0,4.0,3.0,8.0,2.0,7.0,0.0,4.0,0.0,2.0,13.0,9.0,9.0,10.0833333333333,5230.7670751634005,3.75,4743.90238095238,45.0,8.0,13.0,31.0,15.0,15.0,15.0,55.0,44.0,0.0
3710,1979.0,2015-08-01,0.0,28403.0,500.0,1.0,4.0,4.0,6,4.0,2.0,6.0,9.0,0.0,4.0,12.0,2.0,3.0,0.0,8.0,3.0,0.0,21.0,4.0,10.0,8.66666666666667,5773.07462098087,3.3636363636363598,5078.14090909091,37.0,13.0,16.0,18.0,27.0,8.0,16.0,35.0,64.0,0.0
3711,1981.0,2009-10-07,0.0,48829.0,207487.0,2.0,3.0,6.0,9,8.0,7.0,14.0,7.0,3.0,4.0,6.0,4.0,3.0,0.0,10.0,1.0,2.0,9.0,8.0,7.0,6.91666666666667,4338.435624098121,2.81818181818182,6617.91060606061,31.0,9.0,16.0,25.0,25.0,3.0,19.0,48.0,51.0,0.0
3712,1980.0,2002-10-05,0.0,40170.0,500.0,1.0,4.0,2.0,1,8.0,9.0,10.0,10.0,3.0,6.0,7.0,8.0,5.0,0.0,8.0,0.0,0.0,11.0,3.0,6.0,9.16666666666667,4787.97949723887,3.8333333333333304,4593.81190476191,46.0,4.0,19.0,19.0,26.0,10.0,19.0,52.0,47.0,0.0
3713,1990.0,2013-04-19,0.0,36172.0,500.0,1.0,1.0,6.0,11,11.0,6.0,12.0,0.0,2.0,2.0,8.0,4.0,0.0,0.0,5.0,1.0,2.0,16.0,5.0,11.0,8.41666666666667,5158.568498631,3.0,5688.40347222222,36.0,8.0,27.0,16.0,16.0,13.0,16.0,50.0,50.0,0.0
3714,1977.0,2006-12-30,0.0,44683.0,92138.0,1.0,4.0,4.0,6,10.0,6.0,6.0,7.0,2.0,6.0,11.0,5.0,5.0,0.0,6.0,2.0,2.0,11.0,4.0,13.0,8.0,6417.68998917749,2.7,5386.336666666671,27.0,11.0,22.0,14.0,22.0,11.0,18.0,40.0,59.0,0.0
3715,1982.0,2013-02-25,0.0,50652.0,603515.0,2.0,3.0,5.0,2,8.0,0.0,8.0,7.0,2.0,4.0,18.0,1.0,2.0,0.0,10.0,2.0,3.0,14.0,8.0,7.0,6.91666666666667,5452.618933381429,3.2727272727272703,6995.5621212121205,36.0,13.0,27.0,13.0,11.0,8.0,25.0,47.0,52.0,0.0
3716,1982.0,2007-07-20,0.0,44726.0,427647.0,1.0,4.0,1.0,5,3.0,12.0,6.0,11.0,5.0,7.0,6.0,3.0,7.0,0.0,8.0,0.0,5.0,10.0,3.0,7.0,6.58333333333333,5805.281177849929,3.0,4119.30303030303,33.0,12.0,24.0,18.0,15.0,6.0,24.0,30.0,69.0,0.0
3717,1974.0,2012-12-29,1.0,46983.0,69886.0,1.0,1.0,6.0,2,9.0,8.0,7.0,5.0,2.0,2.0,12.0,6.0,4.0,0.0,6.0,0.0,1.0,9.0,7.0,12.0,8.66666666666667,5716.002533577529,2.90909090909091,5331.04004329004,32.0,15.0,12.0,28.0,15.0,9.0,18.0,56.0,43.0,0.0
3718,1989.0,2009-04-17,0.0,46846.0,500.0,2.0,3.0,3.0,2,9.0,8.0,3.0,8.0,2.0,1.0,7.0,7.0,11.0,0.0,5.0,0.0,3.0,13.0,4.0,9.0,8.75,6378.19332788671,3.5,4812.17777777778,42.0,4.0,19.0,28.0,19.0,14.0,14.0,66.0,33.0,0.0
3719,1977.0,2011-03-20,0.0,41445.0,500.0,2.0,2.0,3.0,5,5.0,6.0,9.0,11.0,3.0,4.0,9.0,8.0,4.0,0.0,11.0,3.0,1.0,8.0,3.0,9.0,7.25,5573.88634259259,4.16666666666667,5489.52301587302,50.0,18.0,22.0,6.0,20.0,14.0,20.0,52.0,48.0,0.0
3720,1977.0,2011-10-22,1.0,47346.0,500.0,1.0,4.0,2.0,5,10.0,11.0,6.0,6.0,2.0,9.0,6.0,4.0,6.0,0.0,6.0,1.0,1.0,11.0,6.0,5.0,7.16666666666667,5224.288762272589,2.7,5712.93,27.0,11.0,22.0,11.0,25.0,3.0,25.0,40.0,59.0,0.0
3721,1974.0,2014-04-15,0.0,38719.0,500.0,1.0,4.0,6.0,2,11.0,13.0,9.0,4.0,3.0,2.0,11.0,4.0,1.0,0.0,10.0,0.0,1.0,9.0,4.0,11.0,7.16666666666667,5442.99133597884,4.3,3920.16285714286,43.0,9.0,16.0,16.0,34.0,4.0,18.0,51.0,48.0,0.0
3722,1976.0,2010-05-16,0.0,38058.0,500.0,2.0,4.0,5.0,7,7.0,6.0,12.0,5.0,2.0,2.0,13.0,2.0,4.0,1.0,11.0,1.0,3.0,7.0,3.0,15.0,7.75,4932.75838675214,3.7272727272727297,6415.68484848485,41.0,9.0,14.0,29.0,19.0,12.0,14.0,46.0,53.0,0.0
3723,1974.0,2011-05-31,0.0,43079.0,500.0,2.0,3.0,6.0,5,8.0,12.0,10.0,12.0,3.0,1.0,7.0,4.0,2.0,0.0,8.0,3.0,2.0,5.0,1.0,16.0,7.58333333333333,5201.15150590151,3.0,7210.79583333333,36.0,16.0,19.0,33.0,8.0,2.0,19.0,47.0,52.0,0.0
